,sender,recipient,time,year,month,day,hour,minute,second
19981,342,638,2004-05-12 11:32:15,2004,5,12,11,32,15
19982,638,1001,2004-05-12 11:32:40,2004,5,12,11,32,40
19983,638,939,2004-05-12 11:35:29,2004,5,12,11,35,29
19984,308,1026,2004-05-12 11:39:49,2004,5,12,11,39,49
19985,638,996,2004-05-12 11:40:10,2004,5,12,11,40,10
19986,638,342,2004-05-12 11:43:53,2004,5,12,11,43,53
19987,342,638,2004-05-12 11:44:27,2004,5,12,11,44,27
19988,638,342,2004-05-12 11:45:09,2004,5,12,11,45,9
19989,1,1014,2004-05-12 11:47:24,2004,5,12,11,47,24
19990,997,142,2004-05-12 11:54:59,2004,5,12,11,54,59
19991,509,454,2004-05-12 12:09:22,2004,5,12,12,9,22
19992,339,212,2004-05-12 12:09:56,2004,5,12,12,9,56
19993,212,439,2004-05-12 12:14:28,2004,5,12,12,14,28
19994,966,617,2004-05-12 12:15:42,2004,5,12,12,15,42
19995,509,140,2004-05-12 12:19:32,2004,5,12,12,19,32
19996,509,236,2004-05-12 12:20:51,2004,5,12,12,20,51
19997,509,236,2004-05-12 12:22:01,2004,5,12,12,22,1
19998,509,260,2004-05-12 12:22:49,2004,5,12,12,22,49
19999,509,364,2004-05-12 12:23:20,2004,5,12,12,23,20
20000,539,975,2004-05-12 12:24:43,2004,5,12,12,24,43
20001,509,364,2004-05-12 12:25:05,2004,5,12,12,25,5
20002,991,286,2004-05-12 12:25:59,2004,5,12,12,25,59
20003,209,583,2004-05-12 12:32:44,2004,5,12,12,32,44
20004,447,400,2004-05-12 12:35:07,2004,5,12,12,35,7
20005,391,263,2004-05-12 12:39:29,2004,5,12,12,39,29
20006,391,667,2004-05-12 12:39:35,2004,5,12,12,39,35
20007,391,252,2004-05-12 12:40:41,2004,5,12,12,40,41
20008,391,68,2004-05-12 12:41:08,2004,5,12,12,41,8
20009,391,84,2004-05-12 12:41:25,2004,5,12,12,41,25
20010,999,297,2004-05-12 12:43:17,2004,5,12,12,43,17
20011,509,513,2004-05-12 12:47:04,2004,5,12,12,47,4
20012,509,707,2004-05-12 12:49:41,2004,5,12,12,49,41
20013,431,975,2004-05-12 12:59:48,2004,5,12,12,59,48
20014,431,617,2004-05-12 13:02:41,2004,5,12,13,2,41
20015,777,1021,2004-05-12 13:04:35,2004,5,12,13,4,35
20016,27,481,2004-05-12 13:05:04,2004,5,12,13,5,4
20017,27,794,2004-05-12 13:05:58,2004,5,12,13,5,58
20018,297,252,2004-05-12 13:06:00,2004,5,12,13,6,0
20019,260,950,2004-05-12 13:06:38,2004,5,12,13,6,38
20020,297,999,2004-05-12 13:06:49,2004,5,12,13,6,49
20021,617,681,2004-05-12 13:07:19,2004,5,12,13,7,19
20022,834,758,2004-05-12 13:07:36,2004,5,12,13,7,36
20023,617,103,2004-05-12 13:08:22,2004,5,12,13,8,22
20024,260,949,2004-05-12 13:09:04,2004,5,12,13,9,4
20025,926,73,2004-05-12 13:10:05,2004,5,12,13,10,5
20026,1000,418,2004-05-12 13:10:21,2004,5,12,13,10,21
20027,1000,84,2004-05-12 13:11:22,2004,5,12,13,11,22
20028,260,174,2004-05-12 13:11:40,2004,5,12,13,11,40
20029,1000,8,2004-05-12 13:12:31,2004,5,12,13,12,31
20030,260,509,2004-05-12 13:12:31,2004,5,12,13,12,31
20031,1028,260,2004-05-12 13:13:33,2004,5,12,13,13,33
20032,617,966,2004-05-12 13:14:29,2004,5,12,13,14,29
20033,926,557,2004-05-12 13:15:06,2004,5,12,13,15,6
20034,462,992,2004-05-12 13:17:57,2004,5,12,13,17,57
20035,771,969,2004-05-12 13:18:15,2004,5,12,13,18,15
20036,779,581,2004-05-12 13:20:30,2004,5,12,13,20,30
20037,103,638,2004-05-12 13:20:38,2004,5,12,13,20,38
20038,779,249,2004-05-12 13:20:39,2004,5,12,13,20,39
20039,431,617,2004-05-12 13:21:18,2004,5,12,13,21,18
20040,8,1000,2004-05-12 13:26:30,2004,5,12,13,26,30
20041,926,992,2004-05-12 13:27:02,2004,5,12,13,27,2
20042,454,942,2004-05-12 13:29:09,2004,5,12,13,29,9
20043,992,926,2004-05-12 13:29:52,2004,5,12,13,29,52
20044,454,338,2004-05-12 13:30:00,2004,5,12,13,30,0
20045,454,181,2004-05-12 13:30:32,2004,5,12,13,30,32
20046,992,454,2004-05-12 13:30:51,2004,5,12,13,30,51
20047,1000,8,2004-05-12 13:31:53,2004,5,12,13,31,53
20048,871,1026,2004-05-12 13:32:45,2004,5,12,13,32,45
20049,454,992,2004-05-12 13:32:54,2004,5,12,13,32,54
20050,992,454,2004-05-12 13:34:30,2004,5,12,13,34,30
20051,617,74,2004-05-12 13:37:55,2004,5,12,13,37,55
20052,679,817,2004-05-12 13:42:18,2004,5,12,13,42,18
20053,676,1019,2004-05-12 13:46:14,2004,5,12,13,46,14
20054,617,704,2004-05-12 13:47:44,2004,5,12,13,47,44
20055,866,203,2004-05-12 13:47:48,2004,5,12,13,47,48
20056,1014,26,2004-05-12 13:48:44,2004,5,12,13,48,44
20057,771,992,2004-05-12 13:49:40,2004,5,12,13,49,40
20058,617,431,2004-05-12 13:50:11,2004,5,12,13,50,11
20059,817,679,2004-05-12 13:50:13,2004,5,12,13,50,13
20060,143,201,2004-05-12 13:50:37,2004,5,12,13,50,37
20061,143,966,2004-05-12 13:50:55,2004,5,12,13,50,55
20062,431,617,2004-05-12 13:51:29,2004,5,12,13,51,29
20063,617,431,2004-05-12 13:54:15,2004,5,12,13,54,15
20064,314,228,2004-05-12 14:00:33,2004,5,12,14,0,33
20065,1014,132,2004-05-12 14:01:25,2004,5,12,14,1,25
20066,163,42,2004-05-12 14:04:44,2004,5,12,14,4,44
20067,314,992,2004-05-12 14:05:41,2004,5,12,14,5,41
20068,871,988,2004-05-12 14:07:07,2004,5,12,14,7,7
20069,63,73,2004-05-12 14:09:36,2004,5,12,14,9,36
20070,63,95,2004-05-12 14:10:40,2004,5,12,14,10,40
20071,513,250,2004-05-12 14:12:03,2004,5,12,14,12,3
20072,204,498,2004-05-12 14:15:22,2004,5,12,14,15,22
20073,761,652,2004-05-12 14:16:46,2004,5,12,14,16,46
20074,599,998,2004-05-12 14:16:47,2004,5,12,14,16,47
20075,26,1014,2004-05-12 14:18:09,2004,5,12,14,18,9
20076,402,1019,2004-05-12 14:19:06,2004,5,12,14,19,6
20077,679,817,2004-05-12 14:19:32,2004,5,12,14,19,32
20078,439,1019,2004-05-12 14:22:38,2004,5,12,14,22,38
20079,590,587,2004-05-12 14:24:21,2004,5,12,14,24,21
20080,439,212,2004-05-12 14:24:30,2004,5,12,14,24,30
20081,559,97,2004-05-12 14:33:22,2004,5,12,14,33,22
20082,592,1014,2004-05-12 14:34:15,2004,5,12,14,34,15
20083,966,617,2004-05-12 14:34:55,2004,5,12,14,34,55
20084,132,1014,2004-05-12 14:35:15,2004,5,12,14,35,15
20085,1014,132,2004-05-12 14:36:19,2004,5,12,14,36,19
20086,42,163,2004-05-12 14:40:15,2004,5,12,14,40,15
20087,592,74,2004-05-12 14:40:25,2004,5,12,14,40,25
20088,163,42,2004-05-12 14:44:59,2004,5,12,14,44,59
20089,132,1014,2004-05-12 14:47:20,2004,5,12,14,47,20
20090,408,254,2004-05-12 14:47:21,2004,5,12,14,47,21
20091,425,765,2004-05-12 14:47:53,2004,5,12,14,47,53
20092,437,1004,2004-05-12 14:53:02,2004,5,12,14,53,2
20093,281,561,2004-05-12 14:53:42,2004,5,12,14,53,42
20094,27,42,2004-05-12 14:54:25,2004,5,12,14,54,25
20095,42,325,2004-05-12 14:58:09,2004,5,12,14,58,9
20096,254,874,2004-05-12 14:59:59,2004,5,12,14,59,59
20097,1,1014,2004-05-12 15:00:35,2004,5,12,15,0,35
20098,254,408,2004-05-12 15:02:19,2004,5,12,15,2,19
20099,252,297,2004-05-12 15:02:19,2004,5,12,15,2,19
20100,800,740,2004-05-12 15:03:41,2004,5,12,15,3,41
20101,460,542,2004-05-12 15:04:26,2004,5,12,15,4,26
20102,995,318,2004-05-12 15:06:25,2004,5,12,15,6,25
20103,595,372,2004-05-12 15:18:28,2004,5,12,15,18,28
20104,595,41,2004-05-12 15:19:02,2004,5,12,15,19,2
20105,595,372,2004-05-12 15:19:39,2004,5,12,15,19,39
20106,1014,1,2004-05-12 15:22:21,2004,5,12,15,22,21
20107,1014,132,2004-05-12 15:22:50,2004,5,12,15,22,50
20108,1014,592,2004-05-12 15:23:21,2004,5,12,15,23,21
20109,595,624,2004-05-12 15:23:38,2004,5,12,15,23,38
20110,67,281,2004-05-12 15:28:42,2004,5,12,15,28,42
20111,400,866,2004-05-12 15:32:12,2004,5,12,15,32,12
20112,400,601,2004-05-12 15:32:30,2004,5,12,15,32,30
20113,30,162,2004-05-12 15:32:44,2004,5,12,15,32,44
20114,68,391,2004-05-12 15:35:48,2004,5,12,15,35,48
20115,495,498,2004-05-12 15:36:30,2004,5,12,15,36,30
20116,400,798,2004-05-12 15:37:39,2004,5,12,15,37,39
20117,495,181,2004-05-12 15:38:53,2004,5,12,15,38,53
20118,765,871,2004-05-12 15:39:00,2004,5,12,15,39,0
20119,400,543,2004-05-12 15:39:02,2004,5,12,15,39,2
20120,765,181,2004-05-12 15:39:23,2004,5,12,15,39,23
20121,765,252,2004-05-12 15:39:55,2004,5,12,15,39,55
20122,765,425,2004-05-12 15:40:49,2004,5,12,15,40,49
20123,68,783,2004-05-12 15:41:13,2004,5,12,15,41,13
20124,400,286,2004-05-12 15:42:03,2004,5,12,15,42,3
20125,765,933,2004-05-12 15:42:09,2004,5,12,15,42,9
20126,765,84,2004-05-12 15:42:24,2004,5,12,15,42,24
20127,765,425,2004-05-12 15:43:09,2004,5,12,15,43,9
20128,495,498,2004-05-12 15:45:29,2004,5,12,15,45,29
20129,252,765,2004-05-12 15:46:35,2004,5,12,15,46,35
20130,400,504,2004-05-12 15:46:51,2004,5,12,15,46,51
20131,551,992,2004-05-12 15:47:21,2004,5,12,15,47,21
20132,400,592,2004-05-12 15:48:30,2004,5,12,15,48,30
20133,679,30,2004-05-12 15:49:09,2004,5,12,15,49,9
20134,783,68,2004-05-12 15:50:05,2004,5,12,15,50,5
20135,400,402,2004-05-12 15:50:23,2004,5,12,15,50,23
20136,586,1029,2004-05-12 15:52:06,2004,5,12,15,52,6
20137,765,252,2004-05-12 15:57:08,2004,5,12,15,57,8
20138,679,404,2004-05-12 15:57:38,2004,5,12,15,57,38
20139,400,463,2004-05-12 16:00:07,2004,5,12,16,0,7
20140,68,783,2004-05-12 16:01:24,2004,5,12,16,1,24
20141,400,428,2004-05-12 16:01:58,2004,5,12,16,1,58
20142,667,686,2004-05-12 16:02:33,2004,5,12,16,2,33
20143,667,840,2004-05-12 16:03:11,2004,5,12,16,3,11
20144,667,391,2004-05-12 16:04:28,2004,5,12,16,4,28
20145,204,42,2004-05-12 16:05:31,2004,5,12,16,5,31
20146,998,599,2004-05-12 16:05:55,2004,5,12,16,5,55
20147,871,765,2004-05-12 16:05:56,2004,5,12,16,5,56
20148,400,428,2004-05-12 16:06:11,2004,5,12,16,6,11
20149,915,901,2004-05-12 16:06:23,2004,5,12,16,6,23
20150,667,204,2004-05-12 16:07:04,2004,5,12,16,7,4
20151,783,68,2004-05-12 16:07:23,2004,5,12,16,7,23
20152,204,667,2004-05-12 16:08:00,2004,5,12,16,8,0
20153,400,314,2004-05-12 16:08:12,2004,5,12,16,8,12
20154,667,389,2004-05-12 16:08:25,2004,5,12,16,8,25
20155,204,777,2004-05-12 16:08:34,2004,5,12,16,8,34
20156,68,783,2004-05-12 16:10:07,2004,5,12,16,10,7
20157,252,765,2004-05-12 16:11:02,2004,5,12,16,11,2
20158,337,297,2004-05-12 16:11:18,2004,5,12,16,11,18
20159,400,323,2004-05-12 16:12:02,2004,5,12,16,12,2
20160,697,645,2004-05-12 16:13:40,2004,5,12,16,13,40
20161,498,495,2004-05-12 16:13:53,2004,5,12,16,13,53
20162,498,495,2004-05-12 16:14:15,2004,5,12,16,14,15
20163,599,998,2004-05-12 16:14:19,2004,5,12,16,14,19
20164,598,542,2004-05-12 16:14:46,2004,5,12,16,14,46
20165,400,173,2004-05-12 16:15:42,2004,5,12,16,15,42
20166,400,173,2004-05-12 16:16:02,2004,5,12,16,16,2
20167,667,204,2004-05-12 16:16:22,2004,5,12,16,16,22
20168,463,1004,2004-05-12 16:22:52,2004,5,12,16,22,52
20169,398,313,2004-05-12 16:23:35,2004,5,12,16,23,35
20170,463,469,2004-05-12 16:23:56,2004,5,12,16,23,56
20171,463,687,2004-05-12 16:24:38,2004,5,12,16,24,38
20172,73,63,2004-05-12 16:25:30,2004,5,12,16,25,30
20173,966,697,2004-05-12 16:26:18,2004,5,12,16,26,18
20174,463,400,2004-05-12 16:26:56,2004,5,12,16,26,56
20175,36,770,2004-05-12 16:27:08,2004,5,12,16,27,8
20176,495,498,2004-05-12 16:29:02,2004,5,12,16,29,2
20177,463,339,2004-05-12 16:29:03,2004,5,12,16,29,3
20178,372,595,2004-05-12 16:33:25,2004,5,12,16,33,25
20179,1030,620,2004-05-12 16:34:50,2004,5,12,16,34,50
20180,127,63,2004-05-12 16:35:29,2004,5,12,16,35,29
20181,1030,620,2004-05-12 16:35:29,2004,5,12,16,35,29
20182,468,277,2004-05-12 16:37:21,2004,5,12,16,37,21
20183,714,928,2004-05-12 16:38:43,2004,5,12,16,38,43
20184,250,204,2004-05-12 16:39:15,2004,5,12,16,39,15
20185,495,498,2004-05-12 16:39:43,2004,5,12,16,39,43
20186,873,144,2004-05-12 16:40:52,2004,5,12,16,40,52
20187,998,599,2004-05-12 16:45:56,2004,5,12,16,45,56
20188,212,388,2004-05-12 16:46:50,2004,5,12,16,46,50
20189,212,590,2004-05-12 16:47:09,2004,5,12,16,47,9
20190,468,475,2004-05-12 16:50:28,2004,5,12,16,50,28
20191,212,439,2004-05-12 16:51:04,2004,5,12,16,51,4
20192,697,966,2004-05-12 16:53:40,2004,5,12,16,53,40
20193,622,592,2004-05-12 16:55:47,2004,5,12,16,55,47
20194,622,638,2004-05-12 16:57:32,2004,5,12,16,57,32
20195,250,8,2004-05-12 16:59:19,2004,5,12,16,59,19
20196,204,667,2004-05-12 16:59:36,2004,5,12,16,59,36
20197,599,998,2004-05-12 17:01:48,2004,5,12,17,1,48
20198,250,502,2004-05-12 17:01:57,2004,5,12,17,1,57
20199,475,468,2004-05-12 17:03:06,2004,5,12,17,3,6
20200,765,871,2004-05-12 17:05:05,2004,5,12,17,5,5
20201,542,460,2004-05-12 17:07:03,2004,5,12,17,7,3
20202,143,163,2004-05-12 17:07:10,2004,5,12,17,7,10
20203,250,475,2004-05-12 17:15:08,2004,5,12,17,15,8
20204,949,260,2004-05-12 17:18:25,2004,5,12,17,18,25
20205,8,1000,2004-05-12 17:19:26,2004,5,12,17,19,26
20206,686,667,2004-05-12 17:19:47,2004,5,12,17,19,47
20207,8,250,2004-05-12 17:19:59,2004,5,12,17,19,59
20208,250,943,2004-05-12 17:21:39,2004,5,12,17,21,39
20209,242,389,2004-05-12 17:24:29,2004,5,12,17,24,29
20210,595,372,2004-05-12 17:25:44,2004,5,12,17,25,44
20211,595,372,2004-05-12 17:26:16,2004,5,12,17,26,16
20212,639,509,2004-05-12 17:26:22,2004,5,12,17,26,22
20213,639,84,2004-05-12 17:26:37,2004,5,12,17,26,37
20214,639,590,2004-05-12 17:27:30,2004,5,12,17,27,30
20215,639,388,2004-05-12 17:28:21,2004,5,12,17,28,21
20216,588,1019,2004-05-12 17:31:32,2004,5,12,17,31,32
20217,588,250,2004-05-12 17:32:30,2004,5,12,17,32,30
20218,475,250,2004-05-12 17:32:42,2004,5,12,17,32,42
20219,926,992,2004-05-12 17:33:13,2004,5,12,17,33,13
20220,588,250,2004-05-12 17:35:45,2004,5,12,17,35,45
20221,250,475,2004-05-12 17:35:46,2004,5,12,17,35,46
20222,386,422,2004-05-12 17:36:33,2004,5,12,17,36,33
20223,475,250,2004-05-12 17:36:51,2004,5,12,17,36,51
20224,250,475,2004-05-12 17:38:03,2004,5,12,17,38,3
20225,308,626,2004-05-12 17:38:22,2004,5,12,17,38,22
20226,250,8,2004-05-12 17:39:09,2004,5,12,17,39,9
20227,555,992,2004-05-12 17:39:16,2004,5,12,17,39,16
20228,308,1004,2004-05-12 17:43:04,2004,5,12,17,43,4
20229,475,250,2004-05-12 17:44:26,2004,5,12,17,44,26
20230,250,475,2004-05-12 17:47:38,2004,5,12,17,47,38
20231,8,250,2004-05-12 17:55:21,2004,5,12,17,55,21
20232,992,368,2004-05-12 17:56:18,2004,5,12,17,56,18
20233,308,60,2004-05-12 17:56:36,2004,5,12,17,56,36
20234,308,373,2004-05-12 17:56:54,2004,5,12,17,56,54
20235,454,992,2004-05-12 17:57:16,2004,5,12,17,57,16
20236,308,373,2004-05-12 17:58:09,2004,5,12,17,58,9
20237,992,454,2004-05-12 17:58:14,2004,5,12,17,58,14
20238,373,308,2004-05-12 18:00:16,2004,5,12,18,0,16
20239,308,373,2004-05-12 18:00:50,2004,5,12,18,0,50
20240,368,992,2004-05-12 18:01:21,2004,5,12,18,1,21
20241,57,596,2004-05-12 18:01:47,2004,5,12,18,1,47
20242,679,317,2004-05-12 18:02:00,2004,5,12,18,2,0
20243,454,992,2004-05-12 18:02:35,2004,5,12,18,2,35
20244,60,308,2004-05-12 18:03:01,2004,5,12,18,3,1
20245,60,308,2004-05-12 18:03:14,2004,5,12,18,3,14
20246,373,308,2004-05-12 18:03:25,2004,5,12,18,3,25
20247,992,368,2004-05-12 18:03:53,2004,5,12,18,3,53
20248,626,308,2004-05-12 18:05:32,2004,5,12,18,5,32
20249,992,373,2004-05-12 18:06:49,2004,5,12,18,6,49
20250,161,30,2004-05-12 18:07:12,2004,5,12,18,7,12
20251,373,992,2004-05-12 18:07:41,2004,5,12,18,7,41
20252,60,679,2004-05-12 18:07:46,2004,5,12,18,7,46
20253,373,308,2004-05-12 18:07:58,2004,5,12,18,7,58
20254,388,639,2004-05-12 18:08:09,2004,5,12,18,8,9
20255,60,679,2004-05-12 18:08:32,2004,5,12,18,8,32
20256,992,373,2004-05-12 18:08:39,2004,5,12,18,8,39
20257,60,679,2004-05-12 18:08:41,2004,5,12,18,8,41
20258,388,212,2004-05-12 18:08:41,2004,5,12,18,8,41
20259,67,63,2004-05-12 18:10:43,2004,5,12,18,10,43
20260,1004,639,2004-05-12 18:11:17,2004,5,12,18,11,17
20261,373,992,2004-05-12 18:12:02,2004,5,12,18,12,2
20262,368,992,2004-05-12 18:12:15,2004,5,12,18,12,15
20263,308,783,2004-05-12 18:12:56,2004,5,12,18,12,56
20264,992,373,2004-05-12 18:13:09,2004,5,12,18,13,9
20265,308,373,2004-05-12 18:13:18,2004,5,12,18,13,18
20266,468,475,2004-05-12 18:13:22,2004,5,12,18,13,22
20267,308,373,2004-05-12 18:13:27,2004,5,12,18,13,27
20268,639,388,2004-05-12 18:13:37,2004,5,12,18,13,37
20269,308,626,2004-05-12 18:13:44,2004,5,12,18,13,44
20270,308,60,2004-05-12 18:14:08,2004,5,12,18,14,8
20271,992,368,2004-05-12 18:14:17,2004,5,12,18,14,17
20272,992,555,2004-05-12 18:15:07,2004,5,12,18,15,7
20273,418,1000,2004-05-12 18:15:07,2004,5,12,18,15,7
20274,373,992,2004-05-12 18:15:33,2004,5,12,18,15,33
20275,373,308,2004-05-12 18:15:58,2004,5,12,18,15,58
20276,373,308,2004-05-12 18:16:20,2004,5,12,18,16,20
20277,639,1004,2004-05-12 18:16:21,2004,5,12,18,16,21
20278,60,308,2004-05-12 18:16:27,2004,5,12,18,16,27
20279,1019,388,2004-05-12 18:17:25,2004,5,12,18,17,25
20280,388,639,2004-05-12 18:17:56,2004,5,12,18,17,56
20281,626,308,2004-05-12 18:18:24,2004,5,12,18,18,24
20282,388,1019,2004-05-12 18:19:04,2004,5,12,18,19,4
20283,174,260,2004-05-12 18:19:42,2004,5,12,18,19,42
20284,942,654,2004-05-12 18:20:18,2004,5,12,18,20,18
20285,48,683,2004-05-12 18:20:52,2004,5,12,18,20,52
20286,583,209,2004-05-12 18:22:20,2004,5,12,18,22,20
20287,561,281,2004-05-12 18:22:46,2004,5,12,18,22,46
20288,174,260,2004-05-12 18:23:09,2004,5,12,18,23,9
20289,933,765,2004-05-12 18:24:07,2004,5,12,18,24,7
20290,939,638,2004-05-12 18:26:15,2004,5,12,18,26,15
20291,871,765,2004-05-12 18:27:32,2004,5,12,18,27,32
20292,368,992,2004-05-12 18:27:54,2004,5,12,18,27,54
20293,1004,639,2004-05-12 18:28:34,2004,5,12,18,28,34
20294,679,60,2004-05-12 18:34:54,2004,5,12,18,34,54
20295,339,463,2004-05-12 18:35:19,2004,5,12,18,35,19
20296,986,652,2004-05-12 18:37:41,2004,5,12,18,37,41
20297,1031,831,2004-05-12 18:37:50,2004,5,12,18,37,50
20298,986,48,2004-05-12 18:38:11,2004,5,12,18,38,11
20299,986,418,2004-05-12 18:38:26,2004,5,12,18,38,26
20300,986,48,2004-05-12 18:38:45,2004,5,12,18,38,45
20301,1031,707,2004-05-12 18:39:36,2004,5,12,18,39,36
20302,1031,707,2004-05-12 18:40:34,2004,5,12,18,40,34
20303,986,48,2004-05-12 18:41:27,2004,5,12,18,41,27
20304,114,400,2004-05-12 18:43:07,2004,5,12,18,43,7
20305,48,986,2004-05-12 18:43:16,2004,5,12,18,43,16
20306,986,48,2004-05-12 18:44:05,2004,5,12,18,44,5
20307,679,72,2004-05-12 18:44:18,2004,5,12,18,44,18
20308,509,260,2004-05-12 18:44:36,2004,5,12,18,44,36
20309,1028,1032,2004-05-12 18:44:55,2004,5,12,18,44,55
20310,48,986,2004-05-12 18:45:49,2004,5,12,18,45,49
20311,97,559,2004-05-12 18:47:36,2004,5,12,18,47,36
20312,475,250,2004-05-12 18:52:24,2004,5,12,18,52,24
20313,72,679,2004-05-12 18:53:28,2004,5,12,18,53,28
20314,701,60,2004-05-12 18:53:55,2004,5,12,18,53,55
20315,590,1033,2004-05-12 18:56:25,2004,5,12,18,56,25
20316,228,815,2004-05-12 18:57:47,2004,5,12,18,57,47
20317,1033,590,2004-05-12 18:59:44,2004,5,12,18,59,44
20318,679,72,2004-05-12 19:00:43,2004,5,12,19,0,43
20319,770,817,2004-05-12 19:01:02,2004,5,12,19,1,2
20320,701,88,2004-05-12 19:02:26,2004,5,12,19,2,26
20321,1000,8,2004-05-12 19:02:52,2004,5,12,19,2,52
20322,448,244,2004-05-12 19:03:02,2004,5,12,19,3,2
20323,770,815,2004-05-12 19:03:14,2004,5,12,19,3,14
20324,770,701,2004-05-12 19:05:01,2004,5,12,19,5,1
20325,151,971,2004-05-12 19:08:02,2004,5,12,19,8,2
20326,679,465,2004-05-12 19:08:27,2004,5,12,19,8,27
20327,765,933,2004-05-12 19:08:46,2004,5,12,19,8,46
20328,765,871,2004-05-12 19:10:14,2004,5,12,19,10,14
20329,1004,463,2004-05-12 19:11:56,2004,5,12,19,11,56
20330,250,475,2004-05-12 19:14:04,2004,5,12,19,14,4
20331,765,425,2004-05-12 19:14:04,2004,5,12,19,14,4
20332,871,765,2004-05-12 19:14:08,2004,5,12,19,14,8
20333,765,871,2004-05-12 19:14:42,2004,5,12,19,14,42
20334,193,314,2004-05-12 19:15:44,2004,5,12,19,15,44
20335,871,765,2004-05-12 19:15:50,2004,5,12,19,15,50
20336,311,317,2004-05-12 19:16:44,2004,5,12,19,16,44
20337,765,871,2004-05-12 19:18:05,2004,5,12,19,18,5
20338,871,765,2004-05-12 19:19:09,2004,5,12,19,19,9
20339,831,1031,2004-05-12 19:23:12,2004,5,12,19,23,12
20340,193,686,2004-05-12 19:23:14,2004,5,12,19,23,14
20341,250,561,2004-05-12 19:24:09,2004,5,12,19,24,9
20342,561,250,2004-05-12 19:24:48,2004,5,12,19,24,48
20343,644,378,2004-05-12 19:26:11,2004,5,12,19,26,11
20344,72,679,2004-05-12 19:28:02,2004,5,12,19,28,2
20345,603,375,2004-05-12 19:29:39,2004,5,12,19,29,39
20346,871,765,2004-05-12 19:33:32,2004,5,12,19,33,32
20347,250,561,2004-05-12 19:37:32,2004,5,12,19,37,32
20348,593,768,2004-05-12 19:38:04,2004,5,12,19,38,4
20349,60,679,2004-05-12 19:40:50,2004,5,12,19,40,50
20350,338,454,2004-05-12 19:42:50,2004,5,12,19,42,50
20351,783,308,2004-05-12 19:43:23,2004,5,12,19,43,23
20352,933,765,2004-05-12 19:43:32,2004,5,12,19,43,32
20353,770,61,2004-05-12 19:47:08,2004,5,12,19,47,8
20354,701,60,2004-05-12 19:50:39,2004,5,12,19,50,39
20355,296,1000,2004-05-12 19:57:34,2004,5,12,19,57,34
20356,296,928,2004-05-12 20:00:48,2004,5,12,20,0,48
20357,296,928,2004-05-12 20:00:56,2004,5,12,20,0,56
20358,124,114,2004-05-12 20:01:28,2004,5,12,20,1,28
20359,281,67,2004-05-12 20:01:55,2004,5,12,20,1,55
20360,281,561,2004-05-12 20:02:01,2004,5,12,20,2,1
20361,296,974,2004-05-12 20:05:01,2004,5,12,20,5,1
20362,296,975,2004-05-12 20:06:35,2004,5,12,20,6,35
20363,176,1026,2004-05-12 20:06:41,2004,5,12,20,6,41
20364,498,495,2004-05-12 20:12:57,2004,5,12,20,12,57
20365,758,834,2004-05-12 20:13:13,2004,5,12,20,13,13
20366,498,495,2004-05-12 20:14:02,2004,5,12,20,14,2
20367,520,308,2004-05-12 20:14:21,2004,5,12,20,14,21
20368,498,495,2004-05-12 20:15:01,2004,5,12,20,15,1
20369,368,966,2004-05-12 20:15:17,2004,5,12,20,15,17
20370,439,212,2004-05-12 20:17:10,2004,5,12,20,17,10
20371,67,281,2004-05-12 20:17:33,2004,5,12,20,17,33
20372,687,463,2004-05-12 20:20:05,2004,5,12,20,20,5
20373,67,132,2004-05-12 20:20:36,2004,5,12,20,20,36
20374,314,372,2004-05-12 20:22:54,2004,5,12,20,22,54
20375,498,449,2004-05-12 20:23:17,2004,5,12,20,23,17
20376,481,783,2004-05-12 20:23:54,2004,5,12,20,23,54
20377,481,27,2004-05-12 20:24:29,2004,5,12,20,24,29
20378,391,68,2004-05-12 20:24:32,2004,5,12,20,24,32
20379,314,372,2004-05-12 20:24:46,2004,5,12,20,24,46
20380,498,815,2004-05-12 20:24:54,2004,5,12,20,24,54
20381,391,667,2004-05-12 20:25:16,2004,5,12,20,25,16
20382,498,204,2004-05-12 20:26:53,2004,5,12,20,26,53
20383,391,555,2004-05-12 20:27:12,2004,5,12,20,27,12
20384,391,372,2004-05-12 20:27:46,2004,5,12,20,27,46
20385,391,609,2004-05-12 20:27:57,2004,5,12,20,27,57
20386,391,325,2004-05-12 20:28:08,2004,5,12,20,28,8
20387,391,289,2004-05-12 20:28:23,2004,5,12,20,28,23
20388,391,400,2004-05-12 20:28:52,2004,5,12,20,28,52
20389,634,988,2004-05-12 20:30:18,2004,5,12,20,30,18
20390,667,204,2004-05-12 20:30:58,2004,5,12,20,30,58
20391,815,498,2004-05-12 20:31:05,2004,5,12,20,31,5
20392,667,686,2004-05-12 20:31:25,2004,5,12,20,31,25
20393,325,42,2004-05-12 20:33:44,2004,5,12,20,33,44
20394,996,144,2004-05-12 20:33:49,2004,5,12,20,33,49
20395,325,391,2004-05-12 20:33:59,2004,5,12,20,33,59
20396,996,638,2004-05-12 20:35:04,2004,5,12,20,35,4
20397,938,67,2004-05-12 20:38:21,2004,5,12,20,38,21
20398,938,103,2004-05-12 20:39:10,2004,5,12,20,39,10
20399,60,701,2004-05-12 20:39:35,2004,5,12,20,39,35
20400,938,41,2004-05-12 20:39:50,2004,5,12,20,39,50
20401,32,1034,2004-05-12 20:40:22,2004,5,12,20,40,22
