,survived,pclass,age,sibsp,parch,fare,male,age_was_missing,embarked_from_cherbourg,embarked_from_queenstown,embarked_from_southampton
476,0,2,34.0,1,0,21.0,1,False,0,0,1
477,0,3,29.0,1,0,7.0458,1,False,0,0,1
478,0,3,22.0,0,0,7.5208,1,False,0,0,1
479,1,3,2.0,0,1,12.2875,0,False,0,0,1
480,0,3,9.0,5,2,46.9,1,False,0,0,1
481,0,2,29.69911764705882,0,0,0.0,1,True,0,0,1
482,0,3,50.0,0,0,8.05,1,False,0,0,1
483,1,3,63.0,0,0,9.5875,0,False,0,0,1
484,1,1,25.0,1,0,91.0792,1,False,1,0,0
485,0,3,29.69911764705882,3,1,25.4667,0,True,0,0,1
486,1,1,35.0,1,0,90.0,0,False,0,0,1
487,0,1,58.0,0,0,29.7,1,False,1,0,0
488,0,3,30.0,0,0,8.05,1,False,0,0,1
489,1,3,9.0,1,1,15.9,1,False,0,0,1
490,0,3,29.69911764705882,1,0,19.9667,1,True,0,0,1
491,0,3,21.0,0,0,7.25,1,False,0,0,1
492,0,1,55.0,0,0,30.5,1,False,0,0,1
493,0,1,71.0,0,0,49.5042,1,False,1,0,0
494,0,3,21.0,0,0,8.05,1,False,0,0,1
495,0,3,29.69911764705882,0,0,14.4583,1,True,1,0,0
496,1,1,54.0,1,0,78.2667,0,False,1,0,0
497,0,3,29.69911764705882,0,0,15.1,1,True,0,0,1
498,0,1,25.0,1,2,151.55,0,False,0,0,1
499,0,3,24.0,0,0,7.7958,1,False,0,0,1
500,0,3,17.0,0,0,8.6625,1,False,0,0,1
501,0,3,21.0,0,0,7.75,0,False,0,1,0
502,0,3,29.69911764705882,0,0,7.6292,0,True,0,1,0
503,0,3,37.0,0,0,9.5875,0,False,0,0,1
504,1,1,16.0,0,0,86.5,0,False,0,0,1
505,0,1,18.0,1,0,108.9,1,False,1,0,0
506,1,2,33.0,0,2,26.0,0,False,0,0,1
507,1,1,29.69911764705882,0,0,26.55,1,True,0,0,1
508,0,3,28.0,0,0,22.525,1,False,0,0,1
509,1,3,26.0,0,0,56.4958,1,False,0,0,1
510,1,3,29.0,0,0,7.75,1,False,0,1,0
511,0,3,29.69911764705882,0,0,8.05,1,True,0,0,1
512,1,1,36.0,0,0,26.2875,1,False,0,0,1
513,1,1,54.0,1,0,59.4,0,False,1,0,0
514,0,3,24.0,0,0,7.4958,1,False,0,0,1
515,0,1,47.0,0,0,34.0208,1,False,0,0,1
516,1,2,34.0,0,0,10.5,0,False,0,0,1
517,0,3,29.69911764705882,0,0,24.15,1,True,0,1,0
518,1,2,36.0,1,0,26.0,0,False,0,0,1
519,0,3,32.0,0,0,7.8958,1,False,0,0,1
520,1,1,30.0,0,0,93.5,0,False,0,0,1
521,0,3,22.0,0,0,7.8958,1,False,0,0,1
522,0,3,29.69911764705882,0,0,7.225,1,True,1,0,0
523,1,1,44.0,0,1,57.9792,0,False,1,0,0
524,0,3,29.69911764705882,0,0,7.2292,1,True,1,0,0
525,0,3,40.5,0,0,7.75,1,False,0,1,0
526,1,2,50.0,0,0,10.5,0,False,0,0,1
527,0,1,29.69911764705882,0,0,221.7792,1,True,0,0,1
528,0,3,39.0,0,0,7.925,1,False,0,0,1
529,0,2,23.0,2,1,11.5,1,False,0,0,1
530,1,2,2.0,1,1,26.0,0,False,0,0,1
531,0,3,29.69911764705882,0,0,7.2292,1,True,1,0,0
532,0,3,17.0,1,1,7.2292,1,False,1,0,0
533,1,3,29.69911764705882,0,2,22.3583,0,True,1,0,0
534,0,3,30.0,0,0,8.6625,0,False,0,0,1
535,1,2,7.0,0,2,26.25,0,False,0,0,1
536,0,1,45.0,0,0,26.55,1,False,0,0,1
537,1,1,30.0,0,0,106.425,0,False,1,0,0
538,0,3,29.69911764705882,0,0,14.5,1,True,0,0,1
539,1,1,22.0,0,2,49.5,0,False,1,0,0
540,1,1,36.0,0,2,71.0,0,False,0,0,1
541,0,3,9.0,4,2,31.275,0,False,0,0,1
542,0,3,11.0,4,2,31.275,0,False,0,0,1
543,1,2,32.0,1,0,26.0,1,False,0,0,1
544,0,1,50.0,1,0,106.425,1,False,1,0,0
545,0,1,64.0,0,0,26.0,1,False,0,0,1
546,1,2,19.0,1,0,26.0,0,False,0,0,1
547,1,2,29.69911764705882,0,0,13.8625,1,True,1,0,0
548,0,3,33.0,1,1,20.525,1,False,0,0,1
549,1,2,8.0,1,1,36.75,1,False,0,0,1
550,1,1,17.0,0,2,110.8833,1,False,1,0,0
551,0,2,27.0,0,0,26.0,1,False,0,0,1
552,0,3,29.69911764705882,0,0,7.8292,1,True,0,1,0
553,1,3,22.0,0,0,7.225,1,False,1,0,0
554,1,3,22.0,0,0,7.775,0,False,0,0,1
555,0,1,62.0,0,0,26.55,1,False,0,0,1
556,1,1,48.0,1,0,39.6,0,False,1,0,0
557,0,1,29.69911764705882,0,0,227.525,1,True,1,0,0
558,1,1,39.0,1,1,79.65,0,False,0,0,1
559,1,3,36.0,1,0,17.4,0,False,0,0,1
560,0,3,29.69911764705882,0,0,7.75,1,True,0,1,0
561,0,3,40.0,0,0,7.8958,1,False,0,0,1
562,0,2,28.0,0,0,13.5,1,False,0,0,1
563,0,3,29.69911764705882,0,0,8.05,1,True,0,0,1
564,0,3,29.69911764705882,0,0,8.05,0,True,0,0,1
565,0,3,24.0,2,0,24.15,1,False,0,0,1
566,0,3,19.0,0,0,7.8958,1,False,0,0,1
567,0,3,29.0,0,4,21.075,0,False,0,0,1
568,0,3,29.69911764705882,0,0,7.2292,1,True,1,0,0
569,1,3,32.0,0,0,7.8542,1,False,0,0,1
570,1,2,62.0,0,0,10.5,1,False,0,0,1
571,1,1,53.0,2,0,51.4792,0,False,0,0,1
572,1,1,36.0,0,0,26.3875,1,False,0,0,1
573,1,3,29.69911764705882,0,0,7.75,0,True,0,1,0
574,0,3,16.0,0,0,8.05,1,False,0,0,1
575,0,3,19.0,0,0,14.5,1,False,0,0,1
576,1,2,34.0,0,0,13.0,0,False,0,0,1
577,1,1,39.0,1,0,55.9,0,False,0,0,1
578,0,3,29.69911764705882,1,0,14.4583,0,True,1,0,0
579,1,3,32.0,0,0,7.925,1,False,0,0,1
580,1,2,25.0,1,1,30.0,0,False,0,0,1
581,1,1,39.0,1,1,110.8833,0,False,1,0,0
582,0,2,54.0,0,0,26.0,1,False,0,0,1
583,0,1,36.0,0,0,40.125,1,False,1,0,0
584,0,3,29.69911764705882,0,0,8.7125,1,True,1,0,0
585,1,1,18.0,0,2,79.65,0,False,0,0,1
586,0,2,47.0,0,0,15.0,1,False,0,0,1
587,1,1,60.0,1,1,79.2,1,False,1,0,0
588,0,3,22.0,0,0,8.05,1,False,0,0,1
589,0,3,29.69911764705882,0,0,8.05,1,True,0,0,1
590,0,3,35.0,0,0,7.125,1,False,0,0,1
591,1,1,52.0,1,0,78.2667,0,False,1,0,0
592,0,3,47.0,0,0,7.25,1,False,0,0,1
593,0,3,29.69911764705882,0,2,7.75,0,True,0,1,0
594,0,2,37.0,1,0,26.0,1,False,0,0,1
595,0,3,36.0,1,1,24.15,1,False,0,0,1
596,1,2,29.69911764705882,0,0,33.0,0,True,0,0,1
597,0,3,49.0,0,0,0.0,1,False,0,0,1
598,0,3,29.69911764705882,0,0,7.225,1,True,1,0,0
599,1,1,49.0,1,0,56.9292,1,False,1,0,0
600,1,2,24.0,2,1,27.0,0,False,0,0,1
601,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
602,0,1,29.69911764705882,0,0,42.4,1,True,0,0,1
603,0,3,44.0,0,0,8.05,1,False,0,0,1
604,1,1,35.0,0,0,26.55,1,False,1,0,0
605,0,3,36.0,1,0,15.55,1,False,0,0,1
606,0,3,30.0,0,0,7.8958,1,False,0,0,1
607,1,1,27.0,0,0,30.5,1,False,0,0,1
608,1,2,22.0,1,2,41.5792,0,False,1,0,0
609,1,1,40.0,0,0,153.4625,0,False,0,0,1
610,0,3,39.0,1,5,31.275,0,False,0,0,1
611,0,3,29.69911764705882,0,0,7.05,1,True,0,0,1
612,1,3,29.69911764705882,1,0,15.5,0,True,0,1,0
613,0,3,29.69911764705882,0,0,7.75,1,True,0,1,0
614,0,3,35.0,0,0,8.05,1,False,0,0,1
615,1,2,24.0,1,2,65.0,0,False,0,0,1
616,0,3,34.0,1,1,14.4,1,False,0,0,1
617,0,3,26.0,1,0,16.1,0,False,0,0,1
618,1,2,4.0,2,1,39.0,0,False,0,0,1
619,0,2,26.0,0,0,10.5,1,False,0,0,1
620,0,3,27.0,1,0,14.4542,1,False,1,0,0
621,1,1,42.0,1,0,52.5542,1,False,0,0,1
622,1,3,20.0,1,1,15.7417,1,False,1,0,0
623,0,3,21.0,0,0,7.8542,1,False,0,0,1
624,0,3,21.0,0,0,16.1,1,False,0,0,1
625,0,1,61.0,0,0,32.3208,1,False,0,0,1
626,0,2,57.0,0,0,12.35,1,False,0,1,0
627,1,1,21.0,0,0,77.9583,0,False,0,0,1
628,0,3,26.0,0,0,7.8958,1,False,0,0,1
629,0,3,29.69911764705882,0,0,7.7333,1,True,0,1,0
630,1,1,80.0,0,0,30.0,1,False,0,0,1
631,0,3,51.0,0,0,7.0542,1,False,0,0,1
632,1,1,32.0,0,0,30.5,1,False,1,0,0
633,0,1,29.69911764705882,0,0,0.0,1,True,0,0,1
634,0,3,9.0,3,2,27.9,0,False,0,0,1
635,1,2,28.0,0,0,13.0,0,False,0,0,1
636,0,3,32.0,0,0,7.925,1,False,0,0,1
637,0,2,31.0,1,1,26.25,1,False,0,0,1
638,0,3,41.0,0,5,39.6875,0,False,0,0,1
639,0,3,29.69911764705882,1,0,16.1,1,True,0,0,1
640,0,3,20.0,0,0,7.8542,1,False,0,0,1
641,1,1,24.0,0,0,69.3,0,False,1,0,0
642,0,3,2.0,3,2,27.9,0,False,0,0,1
643,1,3,29.69911764705882,0,0,56.4958,1,True,0,0,1
644,1,3,0.75,2,1,19.2583,0,False,1,0,0
645,1,1,48.0,1,0,76.7292,1,False,1,0,0
646,0,3,19.0,0,0,7.8958,1,False,0,0,1
647,1,1,56.0,0,0,35.5,1,False,1,0,0
648,0,3,29.69911764705882,0,0,7.55,1,True,0,0,1
649,1,3,23.0,0,0,7.55,0,False,0,0,1
650,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
651,1,2,18.0,0,1,23.0,0,False,0,0,1
652,0,3,21.0,0,0,8.4333,1,False,0,0,1
653,1,3,29.69911764705882,0,0,7.8292,0,True,0,1,0
654,0,3,18.0,0,0,6.75,0,False,0,1,0
655,0,2,24.0,2,0,73.5,1,False,0,0,1
656,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
657,0,3,32.0,1,1,15.5,0,False,0,1,0
658,0,2,23.0,0,0,13.0,1,False,0,0,1
659,0,1,58.0,0,2,113.275,1,False,1,0,0
660,1,1,50.0,2,0,133.65,1,False,0,0,1
661,0,3,40.0,0,0,7.225,1,False,1,0,0
662,0,1,47.0,0,0,25.5875,1,False,0,0,1
663,0,3,36.0,0,0,7.4958,1,False,0,0,1
664,1,3,20.0,1,0,7.925,1,False,0,0,1
665,0,2,32.0,2,0,73.5,1,False,0,0,1
666,0,2,25.0,0,0,13.0,1,False,0,0,1
667,0,3,29.69911764705882,0,0,7.775,1,True,0,0,1
668,0,3,43.0,0,0,8.05,1,False,0,0,1
669,1,1,29.69911764705882,1,0,52.0,0,True,0,0,1
670,1,2,40.0,1,1,39.0,0,False,0,0,1
671,0,1,31.0,1,0,52.0,1,False,0,0,1
672,0,2,70.0,0,0,10.5,1,False,0,0,1
673,1,2,31.0,0,0,13.0,1,False,0,0,1
674,0,2,29.69911764705882,0,0,0.0,1,True,0,0,1
675,0,3,18.0,0,0,7.775,1,False,0,0,1
676,0,3,24.5,0,0,8.05,1,False,0,0,1
677,1,3,18.0,0,0,9.8417,0,False,0,0,1
678,0,3,43.0,1,6,46.9,0,False,0,0,1
679,1,1,36.0,0,1,512.3292,1,False,1,0,0
680,0,3,29.69911764705882,0,0,8.1375,0,True,0,1,0
681,1,1,27.0,0,0,76.7292,1,False,1,0,0
682,0,3,20.0,0,0,9.225,1,False,0,0,1
683,0,3,14.0,5,2,46.9,1,False,0,0,1
684,0,2,60.0,1,1,39.0,1,False,0,0,1
685,0,2,25.0,1,2,41.5792,1,False,1,0,0
686,0,3,14.0,4,1,39.6875,1,False,0,0,1
687,0,3,19.0,0,0,10.1708,1,False,0,0,1
688,0,3,18.0,0,0,7.7958,1,False,0,0,1
689,1,1,15.0,0,1,211.3375,0,False,0,0,1
690,1,1,31.0,1,0,57.0,1,False,0,0,1
691,1,3,4.0,0,1,13.4167,0,False,1,0,0
692,1,3,29.69911764705882,0,0,56.4958,1,True,0,0,1
693,0,3,25.0,0,0,7.225,1,False,1,0,0
694,0,1,60.0,0,0,26.55,1,False,0,0,1
695,0,2,52.0,0,0,13.5,1,False,0,0,1
696,0,3,44.0,0,0,8.05,1,False,0,0,1
697,1,3,29.69911764705882,0,0,7.7333,0,True,0,1,0
698,0,1,49.0,1,1,110.8833,1,False,1,0,0
699,0,3,42.0,0,0,7.65,1,False,0,0,1
700,1,1,18.0,1,0,227.525,0,False,1,0,0
701,1,1,35.0,0,0,26.2875,1,False,0,0,1
702,0,3,18.0,0,1,14.4542,0,False,1,0,0
703,0,3,25.0,0,0,7.7417,1,False,0,1,0
704,0,3,26.0,1,0,7.8542,1,False,0,0,1
705,0,2,39.0,0,0,26.0,1,False,0,0,1
706,1,2,45.0,0,0,13.5,0,False,0,0,1
707,1,1,42.0,0,0,26.2875,1,False,0,0,1
708,1,1,22.0,0,0,151.55,0,False,0,0,1
709,1,3,29.69911764705882,1,1,15.2458,1,True,1,0,0
710,1,1,24.0,0,0,49.5042,0,False,1,0,0
711,0,1,29.69911764705882,0,0,26.55,1,True,0,0,1
712,1,1,48.0,1,0,52.0,1,False,0,0,1
713,0,3,29.0,0,0,9.4833,1,False,0,0,1
714,0,2,52.0,0,0,13.0,1,False,0,0,1
715,0,3,19.0,0,0,7.65,1,False,0,0,1
716,1,1,38.0,0,0,227.525,0,False,1,0,0
717,1,2,27.0,0,0,10.5,0,False,0,0,1
718,0,3,29.69911764705882,0,0,15.5,1,True,0,1,0
719,0,3,33.0,0,0,7.775,1,False,0,0,1
720,1,2,6.0,0,1,33.0,0,False,0,0,1
721,0,3,17.0,1,0,7.0542,1,False,0,0,1
722,0,2,34.0,0,0,13.0,1,False,0,0,1
723,0,2,50.0,0,0,13.0,1,False,0,0,1
724,1,1,27.0,1,0,53.1,1,False,0,0,1
725,0,3,20.0,0,0,8.6625,1,False,0,0,1
726,1,2,30.0,3,0,21.0,0,False,0,0,1
727,1,3,29.69911764705882,0,0,7.7375,0,True,0,1,0
728,0,2,25.0,1,0,26.0,1,False,0,0,1
729,0,3,25.0,1,0,7.925,0,False,0,0,1
730,1,1,29.0,0,0,211.3375,0,False,0,0,1
731,0,3,11.0,0,0,18.7875,1,False,1,0,0
732,0,2,29.69911764705882,0,0,0.0,1,True,0,0,1
733,0,2,23.0,0,0,13.0,1,False,0,0,1
734,0,2,23.0,0,0,13.0,1,False,0,0,1
735,0,3,28.5,0,0,16.1,1,False,0,0,1
736,0,3,48.0,1,3,34.375,0,False,0,0,1
737,1,1,35.0,0,0,512.3292,1,False,1,0,0
738,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
739,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
740,1,1,29.69911764705882,0,0,30.0,1,True,0,0,1
741,0,1,36.0,1,0,78.85,1,False,0,0,1
742,1,1,21.0,2,2,262.375,0,False,1,0,0
743,0,3,24.0,1,0,16.1,1,False,0,0,1
744,1,3,31.0,0,0,7.925,1,False,0,0,1
745,0,1,70.0,1,1,71.0,1,False,0,0,1
746,0,3,16.0,1,1,20.25,1,False,0,0,1
747,1,2,30.0,0,0,13.0,0,False,0,0,1
748,0,1,19.0,1,0,53.1,1,False,0,0,1
749,0,3,31.0,0,0,7.75,1,False,0,1,0
750,1,2,4.0,1,1,23.0,0,False,0,0,1
751,1,3,6.0,0,1,12.475,1,False,0,0,1
752,0,3,33.0,0,0,9.5,1,False,0,0,1
753,0,3,23.0,0,0,7.8958,1,False,0,0,1
754,1,2,48.0,1,2,65.0,0,False,0,0,1
755,1,2,0.67,1,1,14.5,1,False,0,0,1
756,0,3,28.0,0,0,7.7958,1,False,0,0,1
757,0,2,18.0,0,0,11.5,1,False,0,0,1
758,0,3,34.0,0,0,8.05,1,False,0,0,1
759,1,1,33.0,0,0,86.5,0,False,0,0,1
760,0,3,29.69911764705882,0,0,14.5,1,True,0,0,1
761,0,3,41.0,0,0,7.125,1,False,0,0,1
762,1,3,20.0,0,0,7.2292,1,False,1,0,0
763,1,1,36.0,1,2,120.0,0,False,0,0,1
764,0,3,16.0,0,0,7.775,1,False,0,0,1
765,1,1,51.0,1,0,77.9583,0,False,0,0,1
766,0,1,29.69911764705882,0,0,39.6,1,True,1,0,0
767,0,3,30.5,0,0,7.75,0,False,0,1,0
768,0,3,29.69911764705882,1,0,24.15,1,True,0,1,0
769,0,3,32.0,0,0,8.3625,1,False,0,0,1
770,0,3,24.0,0,0,9.5,1,False,0,0,1
771,0,3,48.0,0,0,7.8542,1,False,0,0,1
772,0,2,57.0,0,0,10.5,0,False,0,0,1
773,0,3,29.69911764705882,0,0,7.225,1,True,1,0,0
774,1,2,54.0,1,3,23.0,0,False,0,0,1
775,0,3,18.0,0,0,7.75,1,False,0,0,1
776,0,3,29.69911764705882,0,0,7.75,1,True,0,1,0
777,1,3,5.0,0,0,12.475,0,False,0,0,1
778,0,3,29.69911764705882,0,0,7.7375,1,True,0,1,0
779,1,1,43.0,0,1,211.3375,0,False,0,0,1
780,1,3,13.0,0,0,7.2292,0,False,1,0,0
781,1,1,17.0,1,0,57.0,0,False,0,0,1
782,0,1,29.0,0,0,30.0,1,False,0,0,1
783,0,3,29.69911764705882,1,2,23.45,1,True,0,0,1
784,0,3,25.0,0,0,7.05,1,False,0,0,1
785,0,3,25.0,0,0,7.25,1,False,0,0,1
786,1,3,18.0,0,0,7.4958,0,False,0,0,1
787,0,3,8.0,4,1,29.125,1,False,0,1,0
788,1,3,1.0,1,2,20.575,1,False,0,0,1
789,0,1,46.0,0,0,79.2,1,False,1,0,0
790,0,3,29.69911764705882,0,0,7.75,1,True,0,1,0
791,0,2,16.0,0,0,26.0,1,False,0,0,1
792,0,3,29.69911764705882,8,2,69.55,0,True,0,0,1
793,0,1,29.69911764705882,0,0,30.6958,1,True,1,0,0
794,0,3,25.0,0,0,7.8958,1,False,0,0,1
795,0,2,39.0,0,0,13.0,1,False,0,0,1
796,1,1,49.0,0,0,25.9292,0,False,0,0,1
797,1,3,31.0,0,0,8.6833,0,False,0,0,1
798,0,3,30.0,0,0,7.2292,1,False,1,0,0
799,0,3,30.0,1,1,24.15,0,False,0,0,1
800,0,2,34.0,0,0,13.0,1,False,0,0,1
801,1,2,31.0,1,1,26.25,0,False,0,0,1
802,1,1,11.0,1,2,120.0,1,False,0,0,1
803,1,3,0.42,0,1,8.5167,1,False,1,0,0
804,1,3,27.0,0,0,6.975,1,False,0,0,1
805,0,3,31.0,0,0,7.775,1,False,0,0,1
806,0,1,39.0,0,0,0.0,1,False,0,0,1
807,0,3,18.0,0,0,7.775,0,False,0,0,1
808,0,2,39.0,0,0,13.0,1,False,0,0,1
809,1,1,33.0,1,0,53.1,0,False,0,0,1
810,0,3,26.0,0,0,7.8875,1,False,0,0,1
811,0,3,39.0,0,0,24.15,1,False,0,0,1
812,0,2,35.0,0,0,10.5,1,False,0,0,1
813,0,3,6.0,4,2,31.275,0,False,0,0,1
814,0,3,30.5,0,0,8.05,1,False,0,0,1
815,0,1,29.69911764705882,0,0,0.0,1,True,0,0,1
816,0,3,23.0,0,0,7.925,0,False,0,0,1
817,0,2,31.0,1,1,37.0042,1,False,1,0,0
818,0,3,43.0,0,0,6.45,1,False,0,0,1
819,0,3,10.0,3,2,27.9,1,False,0,0,1
820,1,1,52.0,1,1,93.5,0,False,0,0,1
821,1,3,27.0,0,0,8.6625,1,False,0,0,1
822,0,1,38.0,0,0,0.0,1,False,0,0,1
823,1,3,27.0,0,1,12.475,0,False,0,0,1
824,0,3,2.0,4,1,39.6875,1,False,0,0,1
825,0,3,29.69911764705882,0,0,6.95,1,True,0,1,0
826,0,3,29.69911764705882,0,0,56.4958,1,True,0,0,1
827,1,2,1.0,0,2,37.0042,1,False,1,0,0
828,1,3,29.69911764705882,0,0,7.75,1,True,0,1,0
829,1,1,62.0,0,0,80.0,0,False,0,0,0
830,1,3,15.0,1,0,14.4542,0,False,1,0,0
831,1,2,0.83,1,1,18.75,1,False,0,0,1
832,0,3,29.69911764705882,0,0,7.2292,1,True,1,0,0
833,0,3,23.0,0,0,7.8542,1,False,0,0,1
834,0,3,18.0,0,0,8.3,1,False,0,0,1
835,1,1,39.0,1,1,83.1583,0,False,1,0,0
836,0,3,21.0,0,0,8.6625,1,False,0,0,1
837,0,3,29.69911764705882,0,0,8.05,1,True,0,0,1
838,1,3,32.0,0,0,56.4958,1,False,0,0,1
839,1,1,29.69911764705882,0,0,29.7,1,True,1,0,0
840,0,3,20.0,0,0,7.925,1,False,0,0,1
841,0,2,16.0,0,0,10.5,1,False,0,0,1
842,1,1,30.0,0,0,31.0,0,False,1,0,0
843,0,3,34.5,0,0,6.4375,1,False,1,0,0
844,0,3,17.0,0,0,8.6625,1,False,0,0,1
845,0,3,42.0,0,0,7.55,1,False,0,0,1
846,0,3,29.69911764705882,8,2,69.55,1,True,0,0,1
847,0,3,35.0,0,0,7.8958,1,False,1,0,0
848,0,2,28.0,0,1,33.0,1,False,0,0,1
849,1,1,29.69911764705882,1,0,89.1042,0,True,1,0,0
850,0,3,4.0,4,2,31.275,1,False,0,0,1
851,0,3,74.0,0,0,7.775,1,False,0,0,1
852,0,3,9.0,1,1,15.2458,0,False,1,0,0
853,1,1,16.0,0,1,39.4,0,False,0,0,1
854,0,2,44.0,1,0,26.0,0,False,0,0,1
855,1,3,18.0,0,1,9.35,0,False,0,0,1
856,1,1,45.0,1,1,164.8667,0,False,0,0,1
857,1,1,51.0,0,0,26.55,1,False,0,0,1
858,1,3,24.0,0,3,19.2583,0,False,1,0,0
859,0,3,29.69911764705882,0,0,7.2292,1,True,1,0,0
860,0,3,41.0,2,0,14.1083,1,False,0,0,1
861,0,2,21.0,1,0,11.5,1,False,0,0,1
862,1,1,48.0,0,0,25.9292,0,False,0,0,1
863,0,3,29.69911764705882,8,2,69.55,0,True,0,0,1
864,0,2,24.0,0,0,13.0,1,False,0,0,1
865,1,2,42.0,0,0,13.0,0,False,0,0,1
866,1,2,27.0,1,0,13.8583,0,False,1,0,0
867,0,1,31.0,0,0,50.4958,1,False,0,0,1
868,0,3,29.69911764705882,0,0,9.5,1,True,0,0,1
869,1,3,4.0,1,1,11.1333,1,False,0,0,1
870,0,3,26.0,0,0,7.8958,1,False,0,0,1
871,1,1,47.0,1,1,52.5542,0,False,0,0,1
872,0,1,33.0,0,0,5.0,1,False,0,0,1
873,0,3,47.0,0,0,9.0,1,False,0,0,1
874,1,2,28.0,1,0,24.0,0,False,1,0,0
875,1,3,15.0,0,0,7.225,0,False,1,0,0
876,0,3,20.0,0,0,9.8458,1,False,0,0,1
877,0,3,19.0,0,0,7.8958,1,False,0,0,1
878,0,3,29.69911764705882,0,0,7.8958,1,True,0,0,1
879,1,1,56.0,0,1,83.1583,0,False,1,0,0
880,1,2,25.0,0,1,26.0,0,False,0,0,1
881,0,3,33.0,0,0,7.8958,1,False,0,0,1
882,0,3,22.0,0,0,10.5167,0,False,0,0,1
883,0,2,28.0,0,0,10.5,1,False,0,0,1
884,0,3,25.0,0,0,7.05,1,False,0,0,1
885,0,3,39.0,0,5,29.125,0,False,0,1,0
886,0,2,27.0,0,0,13.0,1,False,0,0,1
887,1,1,19.0,0,0,30.0,0,False,0,0,1
888,0,3,29.69911764705882,1,2,23.45,0,True,0,0,1
889,1,1,26.0,0,0,30.0,1,False,1,0,0
890,0,3,32.0,0,0,7.75,1,False,0,1,0
