,country,year,life_expectancy
41372,Bulgaria,1853,38.13
41373,Burkina Faso,1853,29.2
41374,Burundi,1853,31.5
41375,Cambodia,1853,35.0
41376,Cameroon,1853,28.75
41377,Canada,1853,41.17
41378,Cape Verde,1853,33.8
41380,Central African Republic,1853,30.0
41381,Chad,1853,30.9
41383,Chile,1853,32.0
41384,China,1853,29.0
41387,Colombia,1853,32.0
41388,Comoros,1853,32.1
41389,"Congo, Dem. Rep.",1853,31.6
41390,"Congo, Rep.",1853,32.7
41392,Costa Rica,1853,30.21
41393,Cote d'Ivoire,1853,31.16
41394,Croatia,1853,36.1
41395,Cuba,1853,36.44
41396,Cyprus,1853,38.51
41397,Czech Republic,1853,34.95
41399,Denmark,1853,38.6
41400,Djibouti,1853,29.9
41402,Dominican Republic,1853,29.9
41404,Ecuador,1853,32.9
41405,Egypt,1853,33.0
41406,El Salvador,1853,28.7
41407,Equatorial Guinea,1853,29.8
41408,Eritrea,1853,30.2
41410,Estonia,1853,37.26
41411,Ethiopia,1853,29.7
41414,Fiji,1853,26.1
41415,Finland,1853,33.57
41416,France,1853,42.52
41417,French Guiana,1853,30.5
41418,French Polynesia,1853,25.6
41419,Gabon,1853,30.6
41420,Gambia,1853,28.8
41421,Georgia,1853,31.87
41422,Germany,1853,38.37
41423,Ghana,1853,28.0
41425,Greece,1853,36.6
41426,Greenland,1853,33.87
41427,Grenada,1853,37.3
41428,Guadeloupe,1853,27.66
41429,Guam,1853,27.5
41430,Guatemala,1853,25.81
41432,Guinea,1853,30.05
41433,Guinea-Bissau,1853,32.0
41434,Guyana,1853,31.12
41435,Haiti,1853,29.0
41437,Honduras,1853,33.9
41438,"Hong Kong, China",1853,34.9
41439,Hungary,1853,36.0
41440,Iceland,1853,48.6
41441,India,1853,25.44
41442,Indonesia,1853,30.0
41443,Iran,1853,25.6
41444,Iraq,1853,31.2
41445,Ireland,1853,38.3
41447,Israel,1853,32.0
41448,Italy,1853,29.69
41449,Jamaica,1853,34.2
41450,Japan,1853,36.42
41452,Jordan,1853,31.7
41453,Kazakhstan,1853,26.2
41454,Kenya,1853,25.5
41455,Kiribati,1853,24.9
41456,North Korea,1853,26.0
41457,South Korea,1853,25.8
41460,Kuwait,1853,26.0
41461,Kyrgyz Republic,1853,23.94
41462,Lao,1853,31.9
41463,Latvia,1853,33.0
41464,Lebanon,1853,29.7
41465,Lesotho,1853,32.8
41466,Liberia,1853,31.1
41467,Libya,1853,33.1
41469,Lithuania,1853,28.9
41470,Luxembourg,1853,36.9
41471,"Macao, China",1853,34.7
41472,"Macedonia, FYR",1853,36.1
41473,Madagascar,1853,30.5
41474,Malawi,1853,30.3
41475,Malaysia,1853,30.6
41476,Maldives,1853,32.65
41477,Mali,1853,26.41
41478,Malta,1853,28.7
41480,Martinique,1853,30.15
41481,Mauritania,1853,32.0
41482,Mauritius,1853,32.86
41483,Mayotte,1853,32.5
41484,Mexico,1853,26.9
41485,"Micronesia, Fed. Sts.",1853,26.7
41486,Moldova,1853,33.15
41488,Mongolia,1853,31.8
41489,Montenegro,1853,35.4
41491,Morocco,1853,33.1
41492,Mozambique,1853,30.28
41493,Myanmar,1853,30.8
41494,Namibia,1853,32.4
41496,Nepal,1853,32.8
41497,Netherlands,1853,38.63
41498,Netherlands Antilles,1853,34.41
41499,New Caledonia,1853,26.0
41500,New Zealand,1853,34.05
41502,Nicaragua,1853,25.4
41503,Niger,1853,30.8
41504,Nigeria,1853,30.4
41509,Norway,1853,47.92
41510,Oman,1853,32.3
41511,Pakistan,1853,25.8
41513,Panama,1853,32.9
41514,Papua New Guinea,1853,31.5
41515,Paraguay,1853,35.5
41516,Peru,1853,35.7
41517,Philippines,1853,30.9
41519,Poland,1853,35.9
41520,Portugal,1853,35.6
41521,Puerto Rico,1853,30.43
41522,Qatar,1853,30.8
41523,Reunion,1853,33.0
41524,Romania,1853,35.7
41525,Russia,1853,29.5
41526,Rwanda,1853,31.8
41530,St. Lucia,1853,28.01
41532,St. Vincent and the Grenadines,1853,25.99
41534,Samoa,1853,25.4
41536,Sao Tome and Principe,1853,31.0
41537,Saudi Arabia,1853,32.1
41538,Senegal,1853,25.2
41539,Serbia,1853,35.5
41542,Seychelles,1853,37.0
41543,Sierra Leone,1853,25.1
41544,Singapore,1853,34.0
41545,Slovak Republic,1853,36.4
41546,Slovenia,1853,36.6
41547,Solomon Islands,1853,25.1
41548,Somalia,1853,29.4
41550,South Africa,1853,33.5
41552,Spain,1853,29.5
41553,Sri Lanka,1853,32.6
41554,Sudan,1853,31.4
41555,Suriname,1853,32.9
41557,Swaziland,1853,32.3
41558,Sweden,1853,39.99
41559,Switzerland,1853,38.0
41560,Syria,1853,31.1
41561,Taiwan,1853,28.3
41562,Tajikistan,1853,24.24
41563,Tanzania,1853,32.2
41564,Thailand,1853,30.4
41565,Timor-Leste,1853,28.95
41566,Togo,1853,31.3
41568,Tonga,1853,28.2
41570,Trinidad and Tobago,1853,38.8
41571,Tunisia,1853,28.8
41572,Turkey,1853,35.0
41573,Turkmenistan,1853,24.0
41576,Uganda,1853,25.3
41577,Ukraine,1853,36.6
41578,United Arab Emirates,1853,30.7
41579,United Kingdom,1853,40.56
41580,United States,1853,39.41
41581,Uruguay,1853,32.9
41583,Uzbekistan,1853,26.93
41585,Vanuatu,1853,24.3
41586,Venezuela,1853,32.2
41587,West Bank and Gaza,1853,32.1
41589,Western Sahara,1853,34.75
41590,Vietnam,1853,32.0
41591,Virgin Islands (U.S.),1853,33.4
41594,Yemen,1853,23.39
41596,Zambia,1853,32.6
41597,Zimbabwe,1853,33.7
41599,South Sudan,1853,26.67
42121,Afghanistan,1854,27.66
42123,Albania,1854,35.4
42124,Algeria,1854,28.82
42127,Angola,1854,26.98
42129,Antigua and Barbuda,1854,33.54
42130,Argentina,1854,33.2
42131,Armenia,1854,34.0
42132,Aruba,1854,34.42
42133,Australia,1854,34.05
42134,Austria,1854,34.4
42135,Azerbaijan,1854,29.17
42136,Bahamas,1854,35.18
42137,Bahrain,1854,30.3
42138,Bangladesh,1854,25.5
42139,Barbados,1854,32.12
42140,Belarus,1854,36.2
42141,Belgium,1854,39.78
42142,Belize,1854,26.5
42143,Benin,1854,31.0
42145,Bhutan,1854,28.8
42146,Bolivia,1854,33.0
42147,Bosnia and Herzegovina,1854,35.1
42148,Botswana,1854,33.6
42149,Brazil,1854,31.99
42151,Brunei,1854,29.2
42152,Bulgaria,1854,38.18
42153,Burkina Faso,1854,29.2
42154,Burundi,1854,31.5
42155,Cambodia,1854,35.0
42156,Cameroon,1854,28.75
42157,Canada,1854,41.22
42158,Cape Verde,1854,33.8
42160,Central African Republic,1854,30.0
42161,Chad,1854,30.9
42163,Chile,1854,32.0
42164,China,1854,28.0
42167,Colombia,1854,32.0
42168,Comoros,1854,32.1
42169,"Congo, Dem. Rep.",1854,31.6
42170,"Congo, Rep.",1854,32.7
42172,Costa Rica,1854,30.21
42173,Cote d'Ivoire,1854,31.16
42174,Croatia,1854,36.1
42175,Cuba,1854,36.5
42176,Cyprus,1854,38.51
42177,Czech Republic,1854,34.95
42179,Denmark,1854,44.74
42180,Djibouti,1854,29.9
42182,Dominican Republic,1854,29.9
42184,Ecuador,1854,32.9
42185,Egypt,1854,33.0
42186,El Salvador,1854,28.7
42187,Equatorial Guinea,1854,29.8
42188,Eritrea,1854,30.2
42190,Estonia,1854,38.33
42191,Ethiopia,1854,29.7
42194,Fiji,1854,26.1
42195,Finland,1854,37.97
42196,France,1854,36.13
42197,French Guiana,1854,30.5
42198,French Polynesia,1854,6.0
42199,Gabon,1854,30.6
42200,Gambia,1854,28.8
42201,Georgia,1854,31.87
42202,Germany,1854,38.37
42203,Ghana,1854,28.0
42205,Greece,1854,36.6
42206,Greenland,1854,33.87
42207,Grenada,1854,37.3
42208,Guadeloupe,1854,27.66
42209,Guam,1854,27.5
42210,Guatemala,1854,25.81
42212,Guinea,1854,30.06
42213,Guinea-Bissau,1854,32.0
42214,Guyana,1854,31.12
42215,Haiti,1854,29.0
42217,Honduras,1854,33.9
42218,"Hong Kong, China",1854,34.9
42219,Hungary,1854,36.0
42220,Iceland,1854,43.14
42221,India,1854,25.44
42222,Indonesia,1854,30.0
42223,Iran,1854,25.6
42224,Iraq,1854,31.2
42225,Ireland,1854,38.3
42227,Israel,1854,32.0
42228,Italy,1854,29.69
42229,Jamaica,1854,34.2
42230,Japan,1854,36.42
42232,Jordan,1854,31.7
42233,Kazakhstan,1854,26.2
42234,Kenya,1854,25.5
42235,Kiribati,1854,24.9
42236,North Korea,1854,26.0
42237,South Korea,1854,25.8
42240,Kuwait,1854,26.0
42241,Kyrgyz Republic,1854,23.94
42242,Lao,1854,31.9
42243,Latvia,1854,33.0
42244,Lebanon,1854,29.7
42245,Lesotho,1854,32.8
42246,Liberia,1854,31.1
42247,Libya,1854,33.1
42249,Lithuania,1854,28.9
42250,Luxembourg,1854,36.9
42251,"Macao, China",1854,34.7
42252,"Macedonia, FYR",1854,36.1
42253,Madagascar,1854,30.5
42254,Malawi,1854,30.3
42255,Malaysia,1854,30.6
42256,Maldives,1854,32.65
42257,Mali,1854,26.41
42258,Malta,1854,28.7
42260,Martinique,1854,30.15
42261,Mauritania,1854,32.0
42262,Mauritius,1854,7.5
42263,Mayotte,1854,32.5
42264,Mexico,1854,26.9
42265,"Micronesia, Fed. Sts.",1854,26.7
42266,Moldova,1854,33.15
42268,Mongolia,1854,31.8
42269,Montenegro,1854,35.4
42271,Morocco,1854,33.1
42272,Mozambique,1854,30.28
42273,Myanmar,1854,30.8
42274,Namibia,1854,32.4
42276,Nepal,1854,32.8
42277,Netherlands,1854,38.63
42278,Netherlands Antilles,1854,34.41
42279,New Caledonia,1854,26.0
42280,New Zealand,1854,34.05
42282,Nicaragua,1854,25.4
42283,Niger,1854,30.8
42284,Nigeria,1854,30.4
42289,Norway,1854,51.65
42290,Oman,1854,32.3
42291,Pakistan,1854,25.8
42293,Panama,1854,32.9
42294,Papua New Guinea,1854,31.5
42295,Paraguay,1854,35.5
42296,Peru,1854,35.7
42297,Philippines,1854,30.9
42299,Poland,1854,35.9
42300,Portugal,1854,35.6
42301,Puerto Rico,1854,30.43
42302,Qatar,1854,30.8
42303,Reunion,1854,33.0
42304,Romania,1854,35.7
42305,Russia,1854,27.5
42306,Rwanda,1854,31.8
42310,St. Lucia,1854,28.01
42312,St. Vincent and the Grenadines,1854,25.99
42314,Samoa,1854,25.4
42316,Sao Tome and Principe,1854,31.0
42317,Saudi Arabia,1854,32.1
42318,Senegal,1854,25.2
42319,Serbia,1854,35.5
42322,Seychelles,1854,37.0
42323,Sierra Leone,1854,25.1
42324,Singapore,1854,34.0
42325,Slovak Republic,1854,36.4
42326,Slovenia,1854,36.6
42327,Solomon Islands,1854,25.1
42328,Somalia,1854,29.4
42330,South Africa,1854,33.5
42332,Spain,1854,29.5
42333,Sri Lanka,1854,32.6
42334,Sudan,1854,31.4
42335,Suriname,1854,32.9
42337,Swaziland,1854,32.3
42338,Sweden,1854,44.55
42339,Switzerland,1854,38.0
42340,Syria,1854,31.1
42341,Taiwan,1854,28.3
42342,Tajikistan,1854,24.24
42343,Tanzania,1854,32.2
42344,Thailand,1854,30.4
42345,Timor-Leste,1854,28.95
42346,Togo,1854,31.3
42348,Tonga,1854,28.2
42350,Trinidad and Tobago,1854,38.8
42351,Tunisia,1854,28.8
42352,Turkey,1854,35.0
42353,Turkmenistan,1854,24.0
42356,Uganda,1854,25.3
42357,Ukraine,1854,36.6
42358,United Arab Emirates,1854,30.7
42359,United Kingdom,1854,39.34
42360,United States,1854,39.41
42361,Uruguay,1854,32.9
42363,Uzbekistan,1854,26.93
42365,Vanuatu,1854,24.3
42366,Venezuela,1854,32.2
42367,West Bank and Gaza,1854,32.1
42369,Western Sahara,1854,34.75
42370,Vietnam,1854,32.0
42371,Virgin Islands (U.S.),1854,33.4
42374,Yemen,1854,23.39
42376,Zambia,1854,32.6
42377,Zimbabwe,1854,33.7
42379,South Sudan,1854,26.67
42901,Afghanistan,1855,27.65
42903,Albania,1855,35.4
42904,Algeria,1855,28.82
42907,Angola,1855,26.98
42909,Antigua and Barbuda,1855,33.54
42910,Argentina,1855,33.2
42911,Armenia,1855,34.0
42912,Aruba,1855,34.42
42913,Australia,1855,34.05
42914,Austria,1855,34.4
42915,Azerbaijan,1855,29.17
42916,Bahamas,1855,35.18
42917,Bahrain,1855,30.3
42918,Bangladesh,1855,25.5
42919,Barbados,1855,32.12
42920,Belarus,1855,36.2
42921,Belgium,1855,37.49
42922,Belize,1855,26.5
42923,Benin,1855,31.0
42925,Bhutan,1855,28.8
42926,Bolivia,1855,33.0
42927,Bosnia and Herzegovina,1855,35.1
42928,Botswana,1855,33.6
42929,Brazil,1855,31.99
42931,Brunei,1855,29.2
42932,Bulgaria,1855,38.22
42933,Burkina Faso,1855,29.2
42934,Burundi,1855,31.5
42935,Cambodia,1855,35.0
42936,Cameroon,1855,28.75
42937,Canada,1855,41.27
42938,Cape Verde,1855,33.8
42940,Central African Republic,1855,30.0
42941,Chad,1855,30.9
42943,Chile,1855,32.0
42944,China,1855,27.0
42947,Colombia,1855,32.0
42948,Comoros,1855,32.1
42949,"Congo, Dem. Rep.",1855,31.6
42950,"Congo, Rep.",1855,32.7
42952,Costa Rica,1855,30.21
42953,Cote d'Ivoire,1855,31.16
42954,Croatia,1855,36.1
42955,Cuba,1855,36.52
42956,Cyprus,1855,38.51
42957,Czech Republic,1855,34.95
42959,Denmark,1855,46.18
42960,Djibouti,1855,29.9
42962,Dominican Republic,1855,29.9
42964,Ecuador,1855,32.9
42965,Egypt,1855,33.0
42966,El Salvador,1855,28.7
42967,Equatorial Guinea,1855,29.8
42968,Eritrea,1855,30.2
42970,Estonia,1855,39.41
42971,Ethiopia,1855,29.7
42974,Fiji,1855,26.1
42975,Finland,1855,31.94
42976,France,1855,37.54
42977,French Guiana,1855,30.5
42978,French Polynesia,1855,25.6
42979,Gabon,1855,30.6
42980,Gambia,1855,28.8
42981,Georgia,1855,31.87
42982,Germany,1855,38.37
42983,Ghana,1855,28.0
42985,Greece,1855,36.6
42986,Greenland,1855,33.87
42987,Grenada,1855,37.3
42988,Guadeloupe,1855,27.66
42989,Guam,1855,27.5
42990,Guatemala,1855,25.81
42992,Guinea,1855,30.07
42993,Guinea-Bissau,1855,32.0
42994,Guyana,1855,31.12
42995,Haiti,1855,29.0
42997,Honduras,1855,33.9
42998,"Hong Kong, China",1855,34.9
42999,Hungary,1855,36.0
43000,Iceland,1855,38.15
43001,India,1855,25.44
43002,Indonesia,1855,30.0
43003,Iran,1855,25.6
43004,Iraq,1855,31.2
43005,Ireland,1855,38.3
43007,Israel,1855,32.0
43008,Italy,1855,29.69
43009,Jamaica,1855,34.2
43010,Japan,1855,36.42
43012,Jordan,1855,31.7
43013,Kazakhstan,1855,26.2
43014,Kenya,1855,25.5
43015,Kiribati,1855,24.9
43016,North Korea,1855,26.0
43017,South Korea,1855,25.8
43020,Kuwait,1855,26.0
43021,Kyrgyz Republic,1855,23.94
43022,Lao,1855,31.9
43023,Latvia,1855,33.0
43024,Lebanon,1855,29.7
43025,Lesotho,1855,32.8
43026,Liberia,1855,31.1
43027,Libya,1855,33.1
43029,Lithuania,1855,28.9
43030,Luxembourg,1855,36.9
43031,"Macao, China",1855,34.7
43032,"Macedonia, FYR",1855,36.1
43033,Madagascar,1855,30.5
43034,Malawi,1855,30.3
43035,Malaysia,1855,30.6
43036,Maldives,1855,32.65
43037,Mali,1855,26.41
43038,Malta,1855,28.7
43040,Martinique,1855,30.15
43041,Mauritania,1855,32.0
43042,Mauritius,1855,29.72
43043,Mayotte,1855,32.5
43044,Mexico,1855,26.9
43045,"Micronesia, Fed. Sts.",1855,26.7
43046,Moldova,1855,33.15
43048,Mongolia,1855,31.8
43049,Montenegro,1855,35.4
43051,Morocco,1855,33.1
43052,Mozambique,1855,30.28
43053,Myanmar,1855,30.8
43054,Namibia,1855,32.4
43056,Nepal,1855,32.8
43057,Netherlands,1855,34.53
43058,Netherlands Antilles,1855,34.41
43059,New Caledonia,1855,26.0
43060,New Zealand,1855,34.05
43062,Nicaragua,1855,25.4
43063,Niger,1855,30.8
43064,Nigeria,1855,30.4
43069,Norway,1855,50.44
43070,Oman,1855,32.3
43071,Pakistan,1855,25.8
43073,Panama,1855,32.9
43074,Papua New Guinea,1855,31.5
43075,Paraguay,1855,35.5
43076,Peru,1855,35.7
43077,Philippines,1855,30.9
43079,Poland,1855,35.9
43080,Portugal,1855,35.6
43081,Puerto Rico,1855,30.43
43082,Qatar,1855,30.8
43083,Reunion,1855,33.0
43084,Romania,1855,35.7
43085,Russia,1855,27.5
43086,Rwanda,1855,31.8
43090,St. Lucia,1855,28.01
43092,St. Vincent and the Grenadines,1855,25.99
43094,Samoa,1855,25.4
43096,Sao Tome and Principe,1855,31.0
43097,Saudi Arabia,1855,32.1
43098,Senegal,1855,25.2
43099,Serbia,1855,35.5
43102,Seychelles,1855,37.0
43103,Sierra Leone,1855,25.1
43104,Singapore,1855,34.0
43105,Slovak Republic,1855,36.4
43106,Slovenia,1855,36.6
43107,Solomon Islands,1855,25.1
43108,Somalia,1855,29.4
43110,South Africa,1855,33.5
43112,Spain,1855,29.5
43113,Sri Lanka,1855,32.6
43114,Sudan,1855,31.4
43115,Suriname,1855,32.9
43117,Swaziland,1855,32.3
43118,Sweden,1855,43.08
43119,Switzerland,1855,38.0
43120,Syria,1855,31.1
43121,Taiwan,1855,28.3
43122,Tajikistan,1855,24.24
43123,Tanzania,1855,32.2
43124,Thailand,1855,30.4
43125,Timor-Leste,1855,28.95
43126,Togo,1855,31.3
43128,Tonga,1855,28.2
43130,Trinidad and Tobago,1855,38.8
43131,Tunisia,1855,28.8
43132,Turkey,1855,35.0
43133,Turkmenistan,1855,24.0
43136,Uganda,1855,25.3
43137,Ukraine,1855,36.6
43138,United Arab Emirates,1855,30.7
43139,United Kingdom,1855,41.03
43140,United States,1855,39.41
43141,Uruguay,1855,32.9
43143,Uzbekistan,1855,26.93
43145,Vanuatu,1855,24.3
43146,Venezuela,1855,32.2
43147,West Bank and Gaza,1855,32.1
43149,Western Sahara,1855,34.75
43150,Vietnam,1855,32.0
43151,Virgin Islands (U.S.),1855,33.4
43154,Yemen,1855,23.39
43156,Zambia,1855,32.6
43157,Zimbabwe,1855,33.7
43159,South Sudan,1855,26.67
43681,Afghanistan,1856,27.64
43683,Albania,1856,35.4
43684,Algeria,1856,28.82
43687,Angola,1856,26.98
43689,Antigua and Barbuda,1856,33.54
43690,Argentina,1856,33.2
43691,Armenia,1856,34.0
43692,Aruba,1856,34.42
43693,Australia,1856,34.05
43694,Austria,1856,34.4
43695,Azerbaijan,1856,29.17
43696,Bahamas,1856,35.18
43697,Bahrain,1856,30.3
43698,Bangladesh,1856,25.5
43699,Barbados,1856,32.12
43700,Belarus,1856,36.2
43701,Belgium,1856,40.92
43702,Belize,1856,26.5
43703,Benin,1856,31.0
43705,Bhutan,1856,28.8
43706,Bolivia,1856,33.0
43707,Bosnia and Herzegovina,1856,35.1
43708,Botswana,1856,33.6
43709,Brazil,1856,31.99
43711,Brunei,1856,29.2
43712,Bulgaria,1856,38.26
43713,Burkina Faso,1856,29.2
43714,Burundi,1856,31.5
43715,Cambodia,1856,35.0
43716,Cameroon,1856,28.75
43717,Canada,1856,41.33
43718,Cape Verde,1856,33.8
43720,Central African Republic,1856,30.0
43721,Chad,1856,30.9
43723,Chile,1856,32.0
43724,China,1856,26.0
43727,Colombia,1856,32.0
43728,Comoros,1856,32.1
43729,"Congo, Dem. Rep.",1856,31.6
43730,"Congo, Rep.",1856,32.7
43732,Costa Rica,1856,30.21
43733,Cote d'Ivoire,1856,31.16
43734,Croatia,1856,36.1
43735,Cuba,1856,36.54
43736,Cyprus,1856,38.51
43737,Czech Republic,1856,34.95
43739,Denmark,1856,46.78
43740,Djibouti,1856,29.9
43742,Dominican Republic,1856,29.9
43744,Ecuador,1856,32.9
43745,Egypt,1856,33.0
43746,El Salvador,1856,28.7
43747,Equatorial Guinea,1856,29.8
43748,Eritrea,1856,30.2
43750,Estonia,1856,39.33
43751,Ethiopia,1856,29.7
43754,Fiji,1856,26.1
43755,Finland,1856,29.96
43756,France,1856,40.18
43757,French Guiana,1856,30.5
43758,French Polynesia,1856,25.6
43759,Gabon,1856,30.6
43760,Gambia,1856,28.8
43761,Georgia,1856,31.87
43762,Germany,1856,38.37
43763,Ghana,1856,28.0
43765,Greece,1856,36.6
43766,Greenland,1856,33.87
43767,Grenada,1856,37.3
43768,Guadeloupe,1856,27.66
43769,Guam,1856,27.5
43770,Guatemala,1856,25.81
43772,Guinea,1856,30.08
43773,Guinea-Bissau,1856,32.0
43774,Guyana,1856,31.12
43775,Haiti,1856,29.0
43777,Honduras,1856,33.9
43778,"Hong Kong, China",1856,34.9
43779,Hungary,1856,36.0
43780,Iceland,1856,42.34
43781,India,1856,25.44
43782,Indonesia,1856,30.0
43783,Iran,1856,25.6
43784,Iraq,1856,31.2
43785,Ireland,1856,38.3
43787,Israel,1856,32.0
43788,Italy,1856,29.69
43789,Jamaica,1856,34.2
43790,Japan,1856,36.42
43792,Jordan,1856,31.7
43793,Kazakhstan,1856,26.2
43794,Kenya,1856,25.5
43795,Kiribati,1856,24.9
43796,North Korea,1856,26.0
43797,South Korea,1856,25.8
43800,Kuwait,1856,26.0
43801,Kyrgyz Republic,1856,23.94
43802,Lao,1856,31.9
43803,Latvia,1856,33.0
43804,Lebanon,1856,29.7
43805,Lesotho,1856,32.8
43806,Liberia,1856,31.1
43807,Libya,1856,33.1
43809,Lithuania,1856,28.9
43810,Luxembourg,1856,36.9
43811,"Macao, China",1856,34.7
43812,"Macedonia, FYR",1856,36.1
43813,Madagascar,1856,30.5
43814,Malawi,1856,30.3
43815,Malaysia,1856,30.6
43816,Maldives,1856,32.65
43817,Mali,1856,26.41
43818,Malta,1856,28.7
43820,Martinique,1856,30.15
43821,Mauritania,1856,32.0
43822,Mauritius,1856,17.55
43823,Mayotte,1856,32.5
43824,Mexico,1856,26.9
43825,"Micronesia, Fed. Sts.",1856,26.7
43826,Moldova,1856,33.15
43828,Mongolia,1856,31.8
43829,Montenegro,1856,35.4
43831,Morocco,1856,33.1
43832,Mozambique,1856,30.28
43833,Myanmar,1856,30.8
43834,Namibia,1856,32.4
43836,Nepal,1856,32.8
43837,Netherlands,1856,38.39
43838,Netherlands Antilles,1856,34.41
43839,New Caledonia,1856,26.0
43840,New Zealand,1856,34.05
43842,Nicaragua,1856,25.4
43843,Niger,1856,30.8
43844,Nigeria,1856,30.4
43849,Norway,1856,50.37
43850,Oman,1856,32.3
43851,Pakistan,1856,25.8
43853,Panama,1856,32.9
43854,Papua New Guinea,1856,31.5
43855,Paraguay,1856,35.5
43856,Peru,1856,35.7
43857,Philippines,1856,30.9
43859,Poland,1856,35.9
43860,Portugal,1856,35.6
43861,Puerto Rico,1856,30.43
43862,Qatar,1856,30.8
43863,Reunion,1856,33.0
43864,Romania,1856,35.7
43865,Russia,1856,29.0
43866,Rwanda,1856,31.8
43870,St. Lucia,1856,28.01
43872,St. Vincent and the Grenadines,1856,25.99
43874,Samoa,1856,25.4
43876,Sao Tome and Principe,1856,31.0
43877,Saudi Arabia,1856,32.1
43878,Senegal,1856,25.2
43879,Serbia,1856,35.5
43882,Seychelles,1856,37.0
43883,Sierra Leone,1856,25.1
43884,Singapore,1856,34.0
43885,Slovak Republic,1856,36.4
43886,Slovenia,1856,36.6
43887,Solomon Islands,1856,25.1
43888,Somalia,1856,29.4
43890,South Africa,1856,33.5
43892,Spain,1856,29.5
43893,Sri Lanka,1856,32.6
43894,Sudan,1856,31.4
43895,Suriname,1856,32.9
43897,Swaziland,1856,32.3
43898,Sweden,1856,42.14
43899,Switzerland,1856,38.0
43900,Syria,1856,31.1
43901,Taiwan,1856,28.3
43902,Tajikistan,1856,24.24
43903,Tanzania,1856,32.2
43904,Thailand,1856,30.4
43905,Timor-Leste,1856,28.95
43906,Togo,1856,31.3
43908,Tonga,1856,28.2
43910,Trinidad and Tobago,1856,38.8
43911,Tunisia,1856,28.8
43912,Turkey,1856,35.0
43913,Turkmenistan,1856,24.0
43916,Uganda,1856,25.3
43917,Ukraine,1856,36.6
43918,United Arab Emirates,1856,30.7
43919,United Kingdom,1856,43.25
43920,United States,1856,39.41
43921,Uruguay,1856,32.9
43923,Uzbekistan,1856,26.93
43925,Vanuatu,1856,24.3
43926,Venezuela,1856,32.2
43927,West Bank and Gaza,1856,32.1
43929,Western Sahara,1856,34.75
43930,Vietnam,1856,32.0
43931,Virgin Islands (U.S.),1856,33.4
43934,Yemen,1856,23.39
43936,Zambia,1856,32.6
43937,Zimbabwe,1856,33.7
43939,South Sudan,1856,26.67
44461,Afghanistan,1857,27.63
44463,Albania,1857,35.4
44464,Algeria,1857,28.82
44467,Angola,1857,26.98
44469,Antigua and Barbuda,1857,33.54
44470,Argentina,1857,33.2
44471,Armenia,1857,34.0
44472,Aruba,1857,34.42
44473,Australia,1857,34.05
44474,Austria,1857,34.4
44475,Azerbaijan,1857,29.17
44476,Bahamas,1857,35.18
44477,Bahrain,1857,30.3
44478,Bangladesh,1857,25.5
44479,Barbados,1857,32.12
44480,Belarus,1857,36.2
44481,Belgium,1857,40.49
44482,Belize,1857,26.5
44483,Benin,1857,31.0
44485,Bhutan,1857,28.8
44486,Bolivia,1857,33.0
44487,Bosnia and Herzegovina,1857,35.1
44488,Botswana,1857,33.6
44489,Brazil,1857,31.99
44491,Brunei,1857,29.2
44492,Bulgaria,1857,38.31
44493,Burkina Faso,1857,29.2
44494,Burundi,1857,31.5
44495,Cambodia,1857,35.0
44496,Cameroon,1857,28.75
44497,Canada,1857,41.38
44498,Cape Verde,1857,33.8
44500,Central African Republic,1857,30.0
44501,Chad,1857,30.9
44503,Chile,1857,32.0
44504,China,1857,26.71
44507,Colombia,1857,32.0
44508,Comoros,1857,32.1
44509,"Congo, Dem. Rep.",1857,31.6
44510,"Congo, Rep.",1857,32.7
44512,Costa Rica,1857,30.21
44513,Cote d'Ivoire,1857,31.16
44514,Croatia,1857,36.1
44515,Cuba,1857,36.56
44516,Cyprus,1857,38.51
44517,Czech Republic,1857,34.95
44519,Denmark,1857,42.49
44520,Djibouti,1857,29.9
44522,Dominican Republic,1857,29.9
44524,Ecuador,1857,32.9
44525,Egypt,1857,33.0
44526,El Salvador,1857,28.7
44527,Equatorial Guinea,1857,29.8
44528,Eritrea,1857,30.2
44530,Estonia,1857,39.25
44531,Ethiopia,1857,29.7
44534,Fiji,1857,26.1
44535,Finland,1857,30.12
44536,France,1857,39.59
44537,French Guiana,1857,30.5
44538,French Polynesia,1857,25.6
44539,Gabon,1857,30.6
44540,Gambia,1857,28.8
44541,Georgia,1857,31.87
44542,Germany,1857,38.37
44543,Ghana,1857,28.0
44545,Greece,1857,36.6
44546,Greenland,1857,33.87
44547,Grenada,1857,37.3
44548,Guadeloupe,1857,27.66
44549,Guam,1857,27.5
44550,Guatemala,1857,25.81
44552,Guinea,1857,30.09
44553,Guinea-Bissau,1857,32.0
44554,Guyana,1857,31.12
44555,Haiti,1857,29.0
44557,Honduras,1857,33.9
44558,"Hong Kong, China",1857,34.9
44559,Hungary,1857,36.0
44560,Iceland,1857,39.49
44561,India,1857,25.44
44562,Indonesia,1857,30.0
44563,Iran,1857,25.6
44564,Iraq,1857,31.2
44565,Ireland,1857,38.3
44567,Israel,1857,32.0
44568,Italy,1857,29.69
44569,Jamaica,1857,34.2
44570,Japan,1857,36.42
44572,Jordan,1857,31.7
44573,Kazakhstan,1857,26.2
44574,Kenya,1857,25.5
44575,Kiribati,1857,24.9
44576,North Korea,1857,26.0
44577,South Korea,1857,25.8
