,Salary,CareerSatisfaction,HoursPerWeek,JobSatisfaction,StackOverflowSatisfaction
3992,,4.0,1.0,3.0,8.0
3993,,6.0,,6.0,8.0
3994,,5.0,,5.0,
3995,5400.0,8.0,0.0,7.0,9.0
3996,,8.0,10.0,8.0,7.0
3997,53763.440860215094,7.0,0.0,8.0,7.0
3998,35238.8410336727,8.0,,8.0,10.0
3999,,3.0,10.0,3.0,
4000,37634.4086021505,7.0,,6.0,8.0
4001,,,,,7.0
4002,,5.0,1.0,3.0,6.0
4003,,6.0,,6.0,10.0
4004,,9.0,,8.0,8.0
4005,,8.0,,7.0,
4006,,7.0,,9.0,
4007,,6.0,,6.0,10.0
4008,,4.0,0.0,3.0,10.0
4009,,8.0,,8.0,10.0
4010,1720.4301075268802,8.0,,8.0,9.0
4011,32258.064516128998,7.0,,8.0,9.0
4012,,8.0,,8.0,10.0
4013,37634.4086021505,10.0,,10.0,10.0
4014,,8.0,,8.0,9.0
4015,21505.376344086002,10.0,,10.0,8.0
4016,,8.0,,9.0,
4017,,7.0,4.0,6.0,7.0
4018,,7.0,,7.0,
4019,,9.0,,9.0,9.0
4020,3209.8765432098803,10.0,,10.0,7.0
4021,,,,,8.0
4022,,10.0,,10.0,10.0
4023,,10.0,,10.0,
4024,,,,,
4025,26881.7204301075,6.0,0.0,6.0,6.0
4026,,4.0,,,
4027,91397.8494623656,8.0,1.0,4.0,7.0
4028,37634.4086021505,7.0,1.0,6.0,8.0
4029,49382.716049382696,7.0,,7.0,
4030,4228.45397151666,7.0,,8.0,10.0
4031,,9.0,,9.0,8.0
4032,,9.0,,9.0,6.0
4033,62500.0,7.0,,5.0,9.0
4034,,3.0,,4.0,9.0
4035,2760.2150537634398,7.0,3.0,6.0,6.0
4036,26881.7204301075,7.0,2.0,6.0,8.0
4037,,5.0,,5.0,
4038,32795.6989247312,8.0,,7.0,6.0
4039,32258.064516128998,4.0,1.0,6.0,7.0
4040,,8.0,1.0,7.0,7.0
4041,130997.30458221,8.0,0.0,8.0,9.0
4042,,10.0,,7.0,
4043,,6.0,2.0,7.0,9.0
4044,,9.0,0.0,7.0,10.0
4045,,6.0,40.0,6.0,9.0
4046,,6.0,1.0,7.0,9.0
4047,,1.0,6.0,1.0,
4048,18867.9245283019,4.0,,5.0,6.0
4049,,8.0,0.0,8.0,
4050,,5.0,,2.0,
4051,,,,,6.0
4052,,,,,
4053,,7.0,1.0,7.0,10.0
4054,,8.0,,8.0,8.0
4055,,8.0,0.0,7.0,8.0
4056,,10.0,40.0,10.0,10.0
4057,,6.0,,7.0,7.0
4058,100000.0,8.0,,9.0,9.0
4059,1720.4301075268802,7.0,2.0,7.0,6.0
4060,35483.8709677419,6.0,1.0,6.0,7.0
4061,,8.0,,9.0,10.0
4062,,3.0,,2.0,
4063,,6.0,1.0,7.0,8.0
4064,,9.0,,8.0,10.0
4065,40151.5151515152,4.0,1.0,6.0,10.0
4066,,8.0,0.0,7.0,9.0
4067,,8.0,,7.0,9.0
4068,,5.0,,5.0,
4069,16040.1002506266,7.0,1.0,5.0,8.0
4070,,7.0,1.0,5.0,9.0
4071,,,1.0,,10.0
4072,,8.0,,8.0,8.0
4073,,9.0,,9.0,7.0
4074,87500.0,7.0,,8.0,
4075,19354.8387096774,7.0,,4.0,7.0
4076,,9.0,2.0,,8.0
4077,,5.0,,5.0,
4078,,9.0,,10.0,8.0
4079,,2.0,1.0,3.0,4.0
4080,,8.0,,7.0,8.0
4081,,6.0,2.0,8.0,8.0
4082,,,1.0,,7.0
4083,,10.0,,,8.0
4084,52115.0004342917,5.0,,7.0,8.0
4085,,5.0,1.0,2.0,8.0
4086,,7.0,,7.0,8.0
4087,72688.1720430108,8.0,,8.0,7.0
4088,65641.25,9.0,,8.0,8.0
4089,,8.0,,9.0,8.0
4090,,8.0,,8.0,
4091,,5.0,,7.0,8.0
4092,,5.0,0.0,6.0,8.0
4093,,10.0,0.0,10.0,8.0
4094,,7.0,,8.0,9.0
4095,12795.698924731201,7.0,,8.0,8.0
4096,20322.5806451613,8.0,3.0,9.0,10.0
4097,70800.0,8.0,3.0,6.0,8.0
4098,22580.645161290297,6.0,0.0,6.0,7.0
4099,54000.0,8.0,,8.0,7.0
4100,,8.0,,8.0,9.0
4101,,8.0,,8.0,8.0
4102,,,5.0,,6.0
4103,,8.0,,8.0,10.0
4104,,6.0,,6.0,9.0
4105,,5.0,3.0,4.0,
4106,,7.0,10.0,5.0,
4107,,4.0,5.0,4.0,7.0
4108,,,,,
4109,,5.0,,7.0,6.0
4110,,3.0,,4.0,10.0
4111,,2.0,,2.0,8.0
4112,,1.0,1.0,0.0,8.0
4113,3964.1755982968702,6.0,,4.0,10.0
4114,,2.0,11.0,2.0,9.0
4115,1075.2688172043,9.0,,9.0,9.0
4116,,,2.0,,9.0
4117,,9.0,1.0,6.0,
4118,,7.0,6.0,6.0,
4119,,,,,10.0
4120,,,,,
4121,,8.0,,10.0,
4122,50000.0,6.0,,7.0,10.0
4123,,,8.0,,8.0
4124,,7.0,1.0,8.0,8.0
4125,,6.0,,7.0,7.0
4126,,7.0,,7.0,7.0
4127,,8.0,3.0,8.0,10.0
4128,,10.0,1.0,10.0,10.0
4129,,8.0,,8.0,9.0
4130,,6.0,,4.0,
4131,,8.0,0.0,8.0,9.0
4132,,7.0,1.0,7.0,
4133,,10.0,,10.0,
4134,18279.5698924731,9.0,8.0,8.0,9.0
4135,25062.656641604,9.0,1.0,10.0,9.0
4136,,9.0,,10.0,
4137,,,,,9.0
4138,47500.0,8.0,1.0,8.0,9.0
4139,87500.0,7.0,1.0,7.0,9.0
4140,,10.0,,10.0,
4141,,9.0,,6.0,
4142,65000.0,8.0,,9.0,7.0
4143,,8.0,,8.0,8.0
4144,,,,,5.0
4145,,4.0,1.0,5.0,9.0
4146,,8.0,,7.0,7.0
4147,5138.74614594039,9.0,6.0,6.0,10.0
4148,,10.0,,10.0,
4149,,8.0,,8.0,8.0
4150,53763.440860215094,7.0,,8.0,8.0
4151,,,,,
4152,,8.0,,10.0,9.0
4153,,8.0,,8.0,8.0
4154,965.107646622123,10.0,,10.0,8.0
4155,4112.90322580645,8.0,,8.0,8.0
4156,,8.0,,9.0,5.0
4157,59829.059829059806,10.0,37.0,6.0,
4158,,7.0,0.0,5.0,9.0
4159,,8.0,0.0,7.0,9.0
4160,,7.0,,7.0,
4161,,3.0,1.0,3.0,8.0
4162,34375.0,10.0,,9.0,9.0
4163,,7.0,,7.0,
4164,75000.0,10.0,,8.0,
4165,,6.0,,,9.0
4166,2469.13580246914,6.0,,6.0,
4167,,5.0,,7.0,9.0
4168,,6.0,,5.0,6.0
4169,,9.0,,9.0,5.0
4170,,7.0,6.0,4.0,8.0
4171,22580.645161290297,3.0,5.0,7.0,9.0
4172,,8.0,,8.0,8.0
4173,81000.0,9.0,,10.0,9.0
4174,,,,,
4175,,9.0,,9.0,9.0
4176,,5.0,,5.0,8.0
4177,,7.0,,8.0,9.0
4178,,4.0,40.0,4.0,5.0
4179,,6.0,3.0,3.0,10.0
4180,,10.0,,10.0,8.0
4181,,7.0,,7.0,8.0
4182,38709.6774193548,6.0,,6.0,8.0
4183,21505.376344086002,7.0,3.0,6.0,8.0
4184,40860.2150537634,7.0,,6.0,
4185,,8.0,1.0,9.0,7.0
4186,,4.0,0.0,3.0,
4187,82575.7575757576,7.0,,8.0,7.0
4188,91397.8494623656,8.0,,8.0,9.0
4189,82500.0,10.0,,7.0,9.0
4190,,,4.0,,9.0
4191,32258.064516128998,8.0,,7.0,10.0
4192,,7.0,,8.0,9.0
4193,,10.0,,10.0,
4194,,5.0,0.0,5.0,8.0
4195,43750.0,10.0,1.0,7.0,10.0
4196,,8.0,0.0,8.0,7.0
4197,,7.0,1.0,7.0,8.0
4198,28387.096774193502,9.0,,8.0,8.0
4199,,,1.0,,
4200,,5.0,,5.0,8.0
4201,,6.0,,6.0,
4202,64516.1290322581,8.0,,6.0,10.0
4203,,8.0,,7.0,10.0
4204,,8.0,,5.0,
4205,45000.0,9.0,0.0,8.0,10.0
4206,60215.0537634409,7.0,,7.0,10.0
4207,24731.1827956989,6.0,,5.0,8.0
4208,,8.0,,8.0,5.0
4209,,2.0,,5.0,
4210,,6.0,0.0,7.0,
4211,,10.0,0.0,8.0,10.0
4212,3303.47966524739,4.0,,3.0,10.0
4213,,7.0,,8.0,9.0
4214,,7.0,,6.0,
4215,,9.0,,7.0,
4216,,4.0,,5.0,
4217,,10.0,,3.0,
4218,,6.0,,6.0,9.0
4219,101250.0,9.0,0.0,9.0,7.0
4220,,7.0,,8.0,8.0
4221,56250.0,2.0,,7.0,10.0
4222,13978.4946236559,8.0,,8.0,6.0
4223,,10.0,,10.0,8.0
4224,64086.0215053763,8.0,,8.0,9.0
4225,120000.0,8.0,,8.0,
4226,75000.0,8.0,0.0,6.0,10.0
4227,39784.9462365591,7.0,,7.0,9.0
4228,,,,,
4229,,9.0,,7.0,9.0
4230,,7.0,,7.0,
4231,,8.0,,8.0,
4232,,10.0,,10.0,
4233,27956.9892473118,8.0,,7.0,9.0
4234,23492.560689115096,10.0,1.0,10.0,10.0
4235,,,,,
4236,,8.0,1.0,8.0,10.0
4237,,7.0,,7.0,
4238,,8.0,,7.0,8.0
4239,,9.0,,6.0,7.0
4240,,,1.0,,9.0
4241,,10.0,1.0,5.0,10.0
4242,,10.0,,10.0,7.0
4243,,10.0,,10.0,
4244,,,0.0,,9.0
4245,,8.0,2.0,9.0,9.0
4246,,3.0,,6.0,8.0
4247,,5.0,2.0,5.0,10.0
4248,,5.0,1.0,6.0,8.0
4249,48387.096774193495,2.0,3.0,1.0,10.0
4250,,5.0,2.0,6.0,9.0
4251,,,0.0,,6.0
4252,,8.0,0.0,7.0,9.0
4253,,5.0,6.0,5.0,10.0
4254,,,,,9.0
4255,,9.0,1.0,9.0,10.0
4256,,10.0,,10.0,10.0
4257,,4.0,1.0,7.0,8.0
4258,,5.0,,4.0,
4259,,7.0,0.0,7.0,8.0
4260,,7.0,,8.0,8.0
4261,38064.5161290323,8.0,1.0,8.0,9.0
4262,7267.441860465121,7.0,7.0,3.0,8.0
4263,16129.032258064499,7.0,,4.0,8.0
4264,55483.8709677419,8.0,,6.0,9.0
4265,115500.0,9.0,,5.0,10.0
4266,,3.0,,3.0,
4267,,,,,8.0
4268,,,,,
4269,,8.0,,8.0,9.0
4270,,4.0,,4.0,
4271,50000.0,10.0,,10.0,8.0
4272,24000.0,9.0,,8.0,10.0
4273,,4.0,2.0,,8.0
4274,,0.0,4.0,1.0,
4275,,,,,9.0
4276,1037.0370370370401,5.0,10.0,2.0,9.0
4277,,6.0,,6.0,6.0
4278,,,,,9.0
4279,,10.0,,10.0,
4280,,6.0,,7.0,
4281,,8.0,,8.0,8.0
4282,,6.0,,2.0,
4283,,9.0,,8.0,8.0
4284,19354.8387096774,7.0,1.0,7.0,6.0
4285,81250.0,7.0,,7.0,10.0
4286,69892.4731182796,7.0,2.0,1.0,8.0
4287,,3.0,3.0,2.0,4.0
4288,,10.0,6.0,10.0,9.0
4289,,8.0,1.0,5.0,8.0
4290,40000.0,8.0,,8.0,
4291,,8.0,,9.0,9.0
4292,,7.0,0.0,8.0,8.0
4293,,,,,9.0
4294,,10.0,,8.0,9.0
4295,73118.2795698925,7.0,0.0,8.0,5.0
4296,87331.5363881402,10.0,,10.0,9.0
4297,6753.780648950229,6.0,10.0,6.0,8.0
4298,,8.0,,8.0,8.0
4299,,6.0,2.0,1.0,5.0
4300,,9.0,1.0,10.0,9.0
4301,,8.0,,9.0,
4302,,8.0,,8.0,
4303,,,,,9.0
4304,25598.918918918902,6.0,,8.0,10.0
4305,,3.0,0.0,,8.0
4306,21505.376344086002,5.0,,8.0,4.0
4307,,6.0,,7.0,8.0
4308,,3.0,14.0,5.0,9.0
4309,,8.0,,8.0,8.0
4310,172043.01075268802,6.0,0.0,7.0,7.0
4311,,6.0,2.0,6.0,7.0
4312,,,,,
4313,,7.0,,9.0,
4314,,7.0,,7.0,
4315,,,,,8.0
4316,,7.0,,7.0,10.0
4317,,7.0,0.0,7.0,7.0
4318,65000.0,8.0,,6.0,8.0
4319,41870.8240534521,9.0,,9.0,10.0
4320,,10.0,,10.0,10.0
4321,,,,,10.0
4322,,5.0,1.0,7.0,
4323,,8.0,2.0,9.0,
4324,,7.0,,8.0,7.0
4325,,8.0,,8.0,6.0
4326,,8.0,,8.0,8.0
4327,,10.0,,5.0,
4328,,6.0,,6.0,7.0
4329,,8.0,,9.0,8.0
4330,67500.0,0.0,2.0,0.0,0.0
4331,43010.752688172004,6.0,,7.0,7.0
4332,,,1.0,,9.0
4333,152000.0,,1.0,,9.0
4334,,,,,
4335,20740.7407407407,8.0,,8.0,10.0
4336,,,,,
4337,,10.0,,7.0,10.0
4338,,7.0,1.0,7.0,8.0
4339,,5.0,,5.0,
4340,32258.064516128998,7.0,,9.0,9.0
4341,,8.0,,7.0,7.0
4342,25806.451612903198,7.0,,6.0,9.0
4343,,6.0,,7.0,
4344,,10.0,,10.0,10.0
4345,51612.903225806396,7.0,3.0,7.0,8.0
4346,,,,,
4347,45000.0,7.0,,6.0,8.0
4348,,8.0,1.0,8.0,10.0
4349,,7.0,,7.0,9.0
4350,,7.0,1.0,7.0,
4351,53763.440860215094,8.0,,6.0,
4352,,,,,
4353,,9.0,0.0,9.0,9.0
4354,,3.0,,5.0,
4355,28750.0,7.0,,8.0,10.0
4356,30997.3045822102,9.0,,7.0,10.0
4357,,8.0,1.0,10.0,9.0
4358,,8.0,1.0,8.0,10.0
4359,,4.0,,4.0,
4360,,8.0,,7.0,10.0
4361,,8.0,,8.0,8.0
4362,,6.0,,7.0,10.0
4363,48750.0,8.0,,8.0,6.0
4364,,10.0,,10.0,8.0
4365,440.46395536631894,5.0,2.0,4.0,
4366,,,0.0,,8.0
4367,,9.0,,10.0,8.0
4368,6496.815286624201,7.0,,7.0,10.0
4369,,9.0,1.0,7.0,8.0
4370,58064.5161290323,9.0,,9.0,10.0
4371,,9.0,,9.0,8.0
4372,,9.0,,9.0,9.0
4373,,5.0,5.0,5.0,10.0
4374,,7.0,,7.0,9.0
4375,,,2.0,,10.0
4376,58000.0,7.0,,8.0,10.0
4377,,6.0,0.0,4.0,9.0
4378,10322.5806451613,7.0,,7.0,9.0
4379,,7.0,,4.0,10.0
4380,,6.0,0.0,6.0,5.0
4381,,10.0,,9.0,10.0
4382,,10.0,,9.0,9.0
4383,42500.0,7.0,,7.0,8.0
4384,,8.0,,8.0,8.0
4385,,5.0,,7.0,
4386,,,,,7.0
4387,,5.0,2.0,4.0,8.0
4388,72268.8172043011,6.0,,5.0,8.0
4389,,7.0,2.0,,10.0
4390,,,21.0,,
4391,75000.0,7.0,0.0,7.0,9.0
4392,,10.0,,10.0,
4393,,,,,
4394,,,0.0,,7.0
4395,,7.0,,,8.0
4396,,7.0,,7.0,9.0
4397,24691.358024691403,7.0,5.0,5.0,10.0
4398,1889.53488372093,8.0,3.0,7.0,8.0
4399,,8.0,,6.0,8.0
4400,43750.0,8.0,1.0,5.0,8.0
4401,65789.4736842105,7.0,6.0,7.0,7.0
4402,,7.0,,7.0,6.0
4403,30400.4169200035,3.0,,2.0,9.0
4404,68750.0,9.0,,6.0,8.0
4405,,6.0,,6.0,
4406,,8.0,20.0,6.0,10.0
4407,,7.0,0.0,7.0,6.0
4408,,6.0,,6.0,
4409,,10.0,,10.0,9.0
4410,,,3.0,,9.0
4411,,7.0,0.0,7.0,8.0
4412,,,,,
4413,,7.0,2.0,7.0,8.0
4414,,,,,9.0
4415,,8.0,1.0,5.0,9.0
4416,,8.0,1.0,10.0,10.0
4417,,,,,
4418,,10.0,,10.0,
4419,,8.0,15.0,8.0,
4420,,7.0,,6.0,
4421,,8.0,,7.0,6.0
4422,,7.0,,8.0,8.0
4423,,8.0,,2.0,
4424,,,,,
4425,,4.0,1.0,4.0,7.0
4426,,,,,7.0
4427,,3.0,,2.0,
4428,,9.0,,10.0,
4429,,7.0,,7.0,7.0
4430,,10.0,,10.0,
4431,,7.0,1.0,8.0,
4432,36250.0,7.0,1.0,5.0,7.0
4433,,10.0,,10.0,
4434,43625.0,3.0,,9.0,6.0
4435,,6.0,40.0,5.0,
4436,,7.0,,2.0,
4437,,6.0,,3.0,
4438,,,,,8.0
4439,,9.0,0.0,9.0,8.0
4440,,8.0,,7.0,9.0
4441,,,,,4.0
4442,,6.0,1.0,1.0,
4443,,7.0,,7.0,
4444,,,,,
4445,,8.0,,7.0,7.0
4446,41935.4838709677,7.0,,8.0,9.0
4447,,8.0,1.0,8.0,8.0
4448,,7.0,,,6.0
4449,,5.0,4.0,4.0,7.0
4450,,8.0,2.0,6.0,
4451,,7.0,,7.0,
4452,25000.0,10.0,,8.0,9.0
4453,,8.0,,4.0,1.0
4454,,8.0,,8.0,
4455,,9.0,,8.0,8.0
4456,,7.0,,7.0,
4457,,6.0,6.0,7.0,9.0
4458,,6.0,1.0,6.0,10.0
4459,,8.0,1.0,5.0,9.0
4460,,6.0,,6.0,
4461,,,20.0,,10.0
4462,,6.0,5.0,4.0,9.0
4463,,10.0,,10.0,
4464,50000.0,8.0,0.0,6.0,9.0
4465,7643.31210191083,9.0,6.0,7.0,
4466,86021.5053763441,8.0,,8.0,8.0
4467,32500.0,8.0,,9.0,9.0
4468,,,,,
4469,,8.0,2.0,7.0,7.0
4470,,8.0,,7.0,6.0
4471,61085.9728506787,7.0,,7.0,10.0
4472,,8.0,,8.0,9.0
4473,,,18.0,,10.0
4474,,6.0,4.0,5.0,10.0
4475,,7.0,1.0,7.0,9.0
4476,,,,,7.0
4477,,2.0,1.0,7.0,5.0
4478,,8.0,,9.0,8.0
4479,,7.0,,8.0,
4480,38709.6774193548,7.0,1.0,5.0,9.0
4481,15053.7634408602,6.0,4.0,4.0,10.0
4482,,7.0,,7.0,10.0
4483,,7.0,0.0,8.0,8.0
4484,,9.0,,8.0,9.0
4485,,9.0,3.0,9.0,9.0
4486,,4.0,,6.0,4.0
4487,,8.0,,8.0,8.0
4488,20322.5806451613,9.0,,10.0,10.0
4489,,7.0,2.0,7.0,9.0
4490,,5.0,,4.0,
4491,,7.0,,7.0,
4492,,7.0,,6.0,8.0
4493,120000.0,9.0,,9.0,10.0
4494,,,,,10.0
4495,,7.0,0.0,7.0,10.0
4496,45000.0,4.0,,6.0,8.0
4497,,5.0,,4.0,
4498,,7.0,,5.0,
4499,41250.0,8.0,,6.0,7.0
4500,,3.0,,,6.0
4501,,7.0,,8.0,7.0
4502,34408.6021505376,8.0,,9.0,10.0
4503,,7.0,0.0,7.0,7.0
4504,5376.34408602151,6.0,1.0,5.0,8.0
4505,,,,,8.0
4506,,7.0,,7.0,7.0
4507,,,0.0,,8.0
4508,,7.0,3.0,8.0,8.0
4509,,10.0,,10.0,10.0
4510,,,,,
4511,,7.0,,7.0,8.0
4512,,5.0,,5.0,8.0
4513,,8.0,0.0,9.0,
4514,,5.0,2.0,8.0,10.0
4515,,7.0,0.0,9.0,9.0
4516,,7.0,2.0,7.0,7.0
4517,0.0,8.0,,8.0,
4518,36666.6666666667,8.0,,8.0,8.0
4519,26881.7204301075,7.0,1.0,3.0,8.0
4520,,6.0,,7.0,8.0
4521,,7.0,,7.0,7.0
4522,48868.778280542996,6.0,1.0,6.0,7.0
4523,,3.0,,4.0,3.0
4524,,,,,
4525,,6.0,2.0,5.0,
4526,5872.852738217591,3.0,,1.0,9.0
4527,,10.0,3.0,9.0,
4528,,7.0,,9.0,
4529,,0.0,0.0,,7.0
4530,,,,,
4531,27669.1729323308,8.0,,6.0,10.0
4532,78000.0,9.0,,8.0,9.0
4533,,9.0,0.0,9.0,9.0
4534,,5.0,1.0,3.0,9.0
4535,,8.0,,8.0,7.0
4536,,7.0,,4.0,
4537,,7.0,,9.0,
4538,,6.0,20.0,,8.0
4539,,8.0,,8.0,
4540,,7.0,,7.0,8.0
4541,,6.0,1.0,6.0,8.0
4542,,8.0,,8.0,10.0
4543,43870.9677419355,8.0,2.0,8.0,8.0
4544,,7.0,,7.0,
4545,,8.0,,9.0,9.0
4546,,10.0,,,9.0
4547,,7.0,,6.0,
4548,,5.0,,6.0,10.0
4549,4404.63955366319,7.0,,6.0,9.0
4550,70000.0,7.0,,8.0,9.0
4551,,8.0,,6.0,
4552,72500.0,10.0,4.0,3.0,10.0
4553,47500.0,8.0,0.0,8.0,6.0
4554,90000.0,6.0,,7.0,7.0
4555,,5.0,,2.0,
4556,95000.0,9.0,,8.0,10.0
4557,20740.7407407407,8.0,,7.0,9.0
4558,,7.0,,8.0,
4559,,8.0,,8.0,8.0
4560,,,,,
4561,,10.0,,10.0,8.0
4562,,6.0,,7.0,
4563,,8.0,0.0,7.0,7.0
4564,27500.0,6.0,,7.0,8.0
4565,44086.0215053763,8.0,,9.0,8.0
4566,,6.0,,6.0,9.0
4567,68817.2043010753,8.0,,7.0,7.0
4568,,7.0,1.0,7.0,7.0
4569,,9.0,,9.0,10.0
4570,66666.6666666667,7.0,,6.0,8.0
4571,,9.0,,9.0,7.0
4572,,8.0,,8.0,8.0
4573,2148.14814814815,9.0,1.0,10.0,5.0
4574,,8.0,2.0,8.0,4.0
4575,,7.0,,7.0,9.0
4576,,,,,10.0
4577,1397.0588235294101,7.0,1.0,8.0,6.0
4578,3156.65834679195,9.0,5.0,7.0,
4579,,,,,9.0
4580,,0.0,2.0,0.0,
4581,,7.0,,7.0,9.0
4582,,,,,9.0
4583,,9.0,,9.0,7.0
4584,,7.0,,6.0,
4585,,8.0,,7.0,8.0
4586,,9.0,,9.0,9.0
4587,45161.29032258059,7.0,4.0,6.0,9.0
4588,,7.0,,7.0,9.0
4589,,10.0,,10.0,10.0
4590,,4.0,,4.0,8.0
4591,100000.0,10.0,,10.0,8.0
4592,,9.0,,9.0,
4593,,7.0,,7.0,
4594,,,6.0,,
4595,,4.0,,3.0,
4596,,8.0,,8.0,8.0
4597,48.6425339366516,7.0,,5.0,10.0
4598,,,0.0,,8.0
4599,97500.0,8.0,0.0,8.0,8.0
4600,,,,,8.0
4601,,10.0,,6.0,8.0
4602,,6.0,1.0,7.0,5.0
4603,,9.0,1.0,9.0,9.0
4604,,9.0,2.0,7.0,5.0
4605,95693.7799043062,8.0,,5.0,8.0
4606,,10.0,,10.0,
4607,,8.0,2.0,7.0,8.0
4608,9161.65027161944,6.0,,5.0,7.0
4609,,,,,
4610,,4.0,5.0,0.0,
4611,90909.0909090909,9.0,1.0,8.0,10.0
4612,,8.0,1.0,9.0,6.0
4613,39784.9462365591,7.0,,8.0,7.0
4614,,8.0,1.0,8.0,6.0
4615,,7.0,,8.0,9.0
4616,,8.0,,8.0,
4617,,,,,8.0
4618,,6.0,,6.0,9.0
4619,,10.0,0.0,8.0,9.0
4620,,9.0,,10.0,
4621,28817.204301075297,7.0,,4.0,9.0
4622,,3.0,37.0,10.0,7.0
4623,,6.0,,5.0,
4624,,7.0,,8.0,7.0
4625,,7.0,,5.0,3.0
4626,70000.0,7.0,,9.0,9.0
4627,,,0.0,,8.0
4628,,8.0,0.0,8.0,
4629,1975.3086419753101,7.0,,8.0,10.0
4630,,6.0,14.0,4.0,10.0
4631,,8.0,,8.0,10.0
4632,37037.037037037,8.0,4.0,7.0,8.0
4633,,7.0,,6.0,
4634,,9.0,,7.0,
4635,,7.0,7.0,4.0,8.0
4636,,8.0,,8.0,
4637,,5.0,,8.0,10.0
4638,,5.0,1.0,3.0,
4639,,6.0,,5.0,
4640,104000.0,8.0,,10.0,9.0
4641,,7.0,3.0,4.0,7.0
4642,,7.0,,7.0,
4643,,6.0,,6.0,7.0
4644,72000.0,8.0,4.0,7.0,10.0
4645,,5.0,,4.0,
4646,,7.0,,8.0,9.0
4647,,9.0,1.0,10.0,
4648,21505.376344086002,7.0,,7.0,6.0
4649,,10.0,,7.0,7.0
4650,,8.0,,7.0,
4651,,5.0,,7.0,8.0
4652,,,,,
4653,,,,,
4654,,9.0,1.0,8.0,8.0
4655,,8.0,,7.0,9.0
4656,,7.0,,7.0,10.0
4657,,8.0,,7.0,
4658,20713.8304652645,9.0,,6.0,10.0
4659,85000.0,9.0,,9.0,8.0
4660,,8.0,,8.0,
4661,60000.0,8.0,,8.0,7.0
4662,,8.0,,10.0,10.0
4663,,10.0,,10.0,8.0
4664,,4.0,,2.0,
4665,,10.0,,9.0,
4666,,7.0,0.0,8.0,9.0
4667,30967.7419354839,5.0,0.0,5.0,8.0
4668,,5.0,,5.0,8.0
4669,,8.0,,8.0,10.0
4670,18279.5698924731,9.0,3.0,8.0,9.0
4671,,8.0,,8.0,
4672,23703.7037037037,7.0,3.0,3.0,9.0
4673,44444.4444444444,8.0,2.0,7.0,8.0
4674,,,2.0,,10.0
4675,,7.0,40.0,5.0,8.0
4676,56250.0,8.0,,8.0,6.0
4677,,7.0,4.0,5.0,10.0
4678,,9.0,,8.0,7.0
4679,,6.0,2.0,7.0,8.0
4680,,5.0,,7.0,7.0
4681,,8.0,,,9.0
4682,,7.0,,8.0,10.0
4683,,7.0,1.0,10.0,9.0
4684,,7.0,40.0,6.0,
4685,,4.0,,5.0,
4686,48484.848484848495,6.0,,6.0,9.0
4687,112500.0,7.0,,5.0,8.0
4688,,10.0,,10.0,
4689,,8.0,,7.0,8.0
4690,28395.061728395096,7.0,1.0,6.0,7.0
4691,,5.0,2.0,10.0,10.0
4692,,6.0,2.0,6.0,8.0
4693,1431.29770992366,8.0,,8.0,
4694,,6.0,1.0,3.0,8.0
4695,,7.0,1.0,9.0,9.0
4696,,10.0,,10.0,8.0
4697,1530.8641975308599,7.0,1.0,7.0,8.0
4698,,,,6.0,
4699,52258.064516129,8.0,35.0,8.0,9.0
4700,,7.0,,8.0,7.0
4701,,9.0,,8.0,
4702,,8.0,,6.0,8.0
4703,,10.0,,,
4704,,,,,7.0
4705,,7.0,0.0,8.0,7.0
4706,100000.0,7.0,,7.0,9.0
4707,,8.0,1.0,7.0,8.0
4708,37500.0,7.0,2.0,7.0,10.0
4709,3711.95248700817,7.0,,3.0,
4710,,8.0,1.0,8.0,8.0
4711,,7.0,,7.0,
4712,59139.7849462366,8.0,0.0,7.0,8.0
4713,,7.0,3.0,7.0,9.0
4714,,9.0,1.0,8.0,9.0
4715,49032.25806451611,7.0,,6.0,8.0
4716,90000.0,8.0,,7.0,8.0
4717,14516.1290322581,7.0,3.0,8.0,8.0
4718,,3.0,,6.0,10.0
4719,,8.0,,8.0,
4720,65000.0,10.0,0.0,9.0,10.0
4721,,8.0,,8.0,
4722,,10.0,,8.0,9.0
4723,,10.0,,9.0,10.0
4724,,,0.0,,8.0
4725,,8.0,2.0,6.0,7.0
4726,33853.006681514504,6.0,,6.0,7.0
4727,47311.8279569892,10.0,0.0,7.0,8.0
4728,,6.0,,8.0,9.0
4729,96774.1935483871,9.0,1.0,8.0,8.0
4730,,,5.0,,7.0
4731,80862.5336927224,9.0,,7.0,8.0
4732,,7.0,,8.0,
4733,,4.0,1.0,6.0,7.0
4734,,,,,
4735,,8.0,,8.0,8.0
4736,,8.0,,10.0,9.0
4737,45161.29032258059,8.0,,9.0,8.0
4738,,8.0,3.0,5.0,9.0
4739,,,1.0,,10.0
4740,125000.0,10.0,1.0,6.0,10.0
4741,,,,,
4742,,7.0,4.0,8.0,9.0
4743,,7.0,,6.0,7.0
4744,86000.0,7.0,0.0,6.0,9.0
4745,,5.0,4.0,3.0,9.0
4746,140000.0,7.0,,7.0,8.0
4747,964.1873278236909,7.0,,4.0,7.0
4748,,8.0,1.0,8.0,
4749,,,,,
4750,,8.0,,8.0,9.0
4751,,,,,
4752,,7.0,3.0,,
4753,,7.0,,7.0,7.0
4754,,8.0,,7.0,
4755,,2.0,2.0,0.0,5.0
4756,,,3.0,,
