Date (MM/DD/YYYY),  Carrier Code,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),Unnamed: 17
2015-07-04,  WN,466.0,N738CB,DAL,18:40,18:36,55.0,50.0,-4.0,18:44,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,598.0,N791SW,DEN,06:25,06:24,130.0,132.0,-1.0,06:35,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,802.0,N7701B,DAL,14:05,14:03,55.0,54.0,-2.0,14:15,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,814.0,N617SW,BWI,05:40,05:36,195.0,195.0,-4.0,05:44,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,984.0,N7729A,PHX,09:35,09:30,140.0,135.0,-5.0,09:43,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1178.0,N901WN,SJC,13:10,13:12,215.0,198.0,2.0,13:23,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1202.0,N267WN,DCA,13:05,13:01,195.0,172.0,-4.0,13:08,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1204.0,N521SW,HRL,10:50,10:50,60.0,60.0,0.0,11:02,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1219.0,N296WN,FLL,11:05,11:01,165.0,156.0,-4.0,11:09,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1237.0,N725SW,HOU,07:40,07:36,50.0,56.0,-4.0,07:44,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1402.0,N608SW,PHX,16:05,16:00,135.0,131.0,-5.0,16:08,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1471.0,N8617E,MCO,07:10,07:12,155.0,150.0,2.0,07:22,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1474.0,N354SW,LAS,10:35,10:33,170.0,159.0,-2.0,10:44,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1928.0,N713SW,ELP,10:40,10:40,90.0,85.0,0.0,10:50,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,1954.0,N602SW,OAK,14:45,14:46,225.0,211.0,1.0,14:57,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2025.0,N7741C,ATL,17:30,17:33,135.0,118.0,3.0,17:40,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2190.0,N523SW,ELP,14:00,13:54,90.0,83.0,-6.0,14:02,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2270.0,N524SW,HOU,14:55,14:48,50.0,45.0,-7.0,14:56,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2449.0,N266WN,LAS,16:25,16:22,170.0,156.0,-3.0,16:30,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2474.0,N407WN,HOU,12:45,12:56,50.0,43.0,11.0,13:03,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2495.0,N276WN,SNA,07:30,07:32,180.0,165.0,2.0,07:40,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,2936.0,N656SW,TPA,14:05,14:15,140.0,139.0,10.0,14:25,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,3269.0,N957WN,STL,13:40,13:36,120.0,118.0,-4.0,13:47,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,3271.0,N957WN,PDX,18:40,18:37,245.0,233.0,-3.0,18:46,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,3898.0,N8312C,SAN,11:15,11:13,170.0,155.0,-2.0,11:23,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,4183.0,N644SW,PHX,19:15,19:05,140.0,134.0,-10.0,19:16,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-04,  WN,4583.0,N621SW,LAX,17:40,17:35,185.0,177.0,-5.0,17:47,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,144.0,N8651A,SAN,20:55,21:10,170.0,160.0,15.0,21:20,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,178.0,N7703A,ELP,20:30,20:39,90.0,84.0,9.0,20:48,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,238.0,N751SW,DAL,12:30,12:33,55.0,51.0,3.0,12:41,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,285.0,N528SW,DAL,09:25,09:24,55.0,50.0,-1.0,09:32,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,311.0,N489WN,MDW,15:05,15:34,150.0,143.0,29.0,15:42,8.0,22.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,329.0,N528SW,HOU,16:00,16:08,50.0,63.0,8.0,16:30,22.0,0.0,0.0,13.0,0.0,8.0,
2015-07-05,  WN,341.0,N261WN,OAK,18:00,18:00,225.0,213.0,0.0,18:14,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,356.0,N636WN,PHX,20:10,20:09,140.0,140.0,-1.0,20:18,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,359.0,N280WN,EWR,06:45,06:44,225.0,214.0,-1.0,06:53,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,419.0,N7812G,MDW,18:15,18:39,155.0,178.0,24.0,18:49,10.0,24.0,0.0,23.0,0.0,0.0,
2015-07-05,  WN,454.0,N511SW,HOU,11:30,11:26,50.0,47.0,-4.0,11:33,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,554.0,N905WN,DEN,20:25,20:23,135.0,115.0,-2.0,20:30,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,556.0,N8645A,BWI,06:00,05:59,200.0,182.0,-1.0,06:08,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,604.0,N8621A,DEN,14:50,14:54,130.0,118.0,4.0,15:03,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,658.0,N428WN,DEN,10:45,10:45,130.0,123.0,0.0,10:54,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,686.0,N8328A,MCO,17:25,18:18,155.0,155.0,53.0,18:28,10.0,0.0,53.0,0.0,0.0,0.0,
2015-07-05,  WN,709.0,N389SW,FLL,11:10,11:17,165.0,154.0,7.0,11:24,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,801.0,N620SW,DAL,15:35,15:55,60.0,49.0,20.0,16:04,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,829.0,N646SW,BWI,17:10,17:11,205.0,202.0,1.0,17:21,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,836.0,N8617E,BNA,13:30,13:32,120.0,119.0,2.0,13:40,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,857.0,N632SW,DAL,10:30,10:41,55.0,52.0,11.0,10:51,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,862.0,N8602F,SJC,18:35,19:04,215.0,200.0,29.0,19:13,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,891.0,N523SW,LBB,16:20,16:14,70.0,71.0,-6.0,16:24,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,998.0,N296WN,LAX,08:05,08:04,185.0,174.0,-1.0,08:13,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,1030.0,N8324A,PHX,12:25,13:25,140.0,133.0,60.0,13:40,15.0,53.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,1354.0,N966WN,DAL,17:25,17:23,55.0,53.0,-2.0,17:32,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,1403.0,N8602F,LAS,11:25,11:24,165.0,156.0,-1.0,11:34,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,1694.0,N907WN,PHX,07:00,06:59,140.0,143.0,-1.0,07:09,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,1901.0,N359SW,MCO,10:25,10:22,155.0,150.0,-3.0,10:30,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,2263.0,N281WN,DAL,18:40,18:58,55.0,49.0,18.0,19:07,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,2284.0,N795SW,FLL,16:45,16:50,165.0,170.0,5.0,16:59,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,2485.0,N730SW,ATL,05:45,05:42,135.0,134.0,-3.0,05:50,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,2495.0,N224WN,SNA,07:35,07:34,180.0,171.0,-1.0,07:43,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,2876.0,N921WN,STL,13:25,13:22,120.0,120.0,-3.0,13:31,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,3047.0,N8606C,LAS,20:20,20:17,165.0,152.0,-3.0,20:25,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,3054.0,N921WN,PDX,18:45,18:43,245.0,235.0,-2.0,18:54,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,3304.0,N408WN,ATL,18:10,18:11,135.0,148.0,1.0,18:26,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,3569.0,N933WN,DAL,14:05,14:13,55.0,62.0,8.0,14:26,13.0,8.0,0.0,7.0,0.0,0.0,
2015-07-05,  WN,3933.0,N7743B,ELP,10:40,10:38,90.0,85.0,-2.0,10:48,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,3937.0,N704SW,DAL,08:10,08:05,60.0,55.0,-5.0,08:15,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4033.0,N514SW,MSY,07:50,07:48,85.0,75.0,-2.0,07:56,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4057.0,N7746C,HOU,18:40,18:40,50.0,55.0,0.0,18:58,18.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4096.0,N632SW,BNA,05:30,05:23,120.0,122.0,-7.0,05:31,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4116.0,N8603F,MDW,07:10,07:09,165.0,152.0,-1.0,07:20,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4137.0,N724SW,SJC,09:20,09:19,220.0,200.0,-1.0,09:27,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4141.0,N361SW,HRL,09:20,09:15,60.0,55.0,-5.0,09:25,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4142.0,N267WN,LAS,06:05,06:04,165.0,158.0,-1.0,06:16,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4180.0,N376SW,SAN,11:30,12:01,175.0,156.0,31.0,12:10,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4195.0,N527SW,ELP,14:25,14:23,90.0,83.0,-2.0,14:32,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4365.0,N257WN,MCO,08:30,08:25,155.0,149.0,-5.0,08:32,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4551.0,N653SW,DEN,08:30,08:30,125.0,122.0,0.0,08:39,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4630.0,N389SW,DEN,05:50,05:49,130.0,132.0,-1.0,05:59,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4819.0,N7751A,PHX,17:25,17:26,150.0,132.0,1.0,17:36,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4913.0,N621SW,TPA,11:35,11:39,140.0,146.0,4.0,11:52,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4924.0,N960WN,LAX,16:00,16:02,185.0,179.0,2.0,16:12,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,4927.0,N8651A,DCA,12:40,12:37,195.0,187.0,-3.0,12:44,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-05,  WN,5888.0,N525SW,DAL,20:00,19:59,55.0,49.0,-1.0,20:08,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,103.0,N8309C,MDW,06:30,06:29,165.0,154.0,-1.0,06:40,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,144.0,N8651A,SAN,20:55,20:57,170.0,162.0,2.0,21:08,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,178.0,N646SW,ELP,20:30,20:29,90.0,95.0,-1.0,20:47,18.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,232.0,N900WN,ATL,05:45,05:44,135.0,145.0,-1.0,05:52,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,238.0,N655WN,DAL,12:30,12:43,55.0,57.0,13.0,12:57,14.0,0.0,0.0,2.0,0.0,13.0,
2015-07-06,  WN,285.0,N511SW,DAL,09:25,09:24,55.0,52.0,-1.0,09:32,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,311.0,N710SW,MDW,15:05,15:32,150.0,159.0,27.0,15:43,11.0,22.0,0.0,9.0,0.0,5.0,
2015-07-06,  WN,329.0,N511SW,HOU,16:00,15:57,50.0,43.0,-3.0,16:04,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,341.0,N235WN,OAK,18:00,18:03,225.0,217.0,3.0,18:11,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,356.0,N423WN,PHX,20:10,20:31,140.0,146.0,21.0,20:52,21.0,0.0,0.0,6.0,0.0,21.0,
2015-07-06,  WN,359.0,N778SW,EWR,06:45,06:45,225.0,224.0,0.0,07:03,18.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,419.0,N750SA,MDW,18:15,18:13,155.0,194.0,-2.0,18:26,13.0,0.0,0.0,37.0,0.0,0.0,
2015-07-06,  WN,454.0,N528SW,HOU,11:30,11:27,50.0,48.0,-3.0,11:35,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,554.0,N267WN,DEN,20:25,20:28,135.0,143.0,3.0,20:43,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,556.0,N8652B,BWI,06:00,06:02,200.0,189.0,2.0,06:11,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,604.0,N8622A,DEN,14:50,14:50,130.0,119.0,0.0,14:59,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,622.0,N426WN,MSY,07:20,07:17,85.0,71.0,-3.0,07:24,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,626.0,N7727A,HOU,05:35,05:33,45.0,43.0,-2.0,05:42,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,657.0,N730SW,DAL,17:25,17:25,55.0,51.0,0.0,17:33,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,658.0,N245WN,DEN,10:45,10:43,130.0,122.0,-2.0,10:51,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,664.0,N7720F,SJC,06:35,06:33,220.0,207.0,-2.0,06:45,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,686.0,N8624J,MCO,17:25,18:06,155.0,150.0,41.0,18:18,12.0,0.0,0.0,0.0,0.0,36.0,
2015-07-06,  WN,709.0,N649SW,FLL,11:10,11:06,165.0,162.0,-4.0,11:18,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,771.0,N786SW,HOU,18:40,18:49,50.0,50.0,9.0,18:58,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,801.0,N388SW,DAL,15:35,15:42,60.0,54.0,7.0,15:50,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,829.0,N386SW,BWI,17:10,17:19,205.0,247.0,9.0,17:28,9.0,6.0,0.0,42.0,0.0,3.0,
2015-07-06,  WN,836.0,N8633A,BNA,13:30,13:29,120.0,119.0,-1.0,13:37,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,857.0,N390SW,DAL,10:30,10:33,55.0,52.0,3.0,10:41,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,862.0,N8315C,SJC,18:35,18:34,215.0,216.0,-1.0,18:53,19.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,891.0,N527SW,LBB,16:20,16:15,70.0,67.0,-5.0,16:24,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,893.0,N946WN,LAS,05:35,05:35,165.0,152.0,0.0,05:43,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1017.0,N515SW,DAL,06:30,06:30,60.0,53.0,0.0,06:38,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1030.0,N8610A,PHX,12:25,12:30,140.0,137.0,5.0,12:44,14.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1249.0,N928WN,LAX,05:30,05:33,185.0,175.0,3.0,05:41,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1255.0,N390SW,BNA,05:10,05:09,120.0,127.0,-1.0,05:19,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1403.0,N8315C,LAS,11:25,11:25,165.0,155.0,0.0,11:34,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1694.0,N943WN,PHX,07:00,07:00,140.0,137.0,0.0,07:15,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,1901.0,N358SW,MCO,10:25,10:37,155.0,150.0,12.0,10:44,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,2263.0,N782SA,DAL,18:40,18:40,55.0,52.0,0.0,18:51,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,2284.0,N214WN,FLL,16:45,16:49,165.0,164.0,4.0,17:02,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,2495.0,N7719A,SNA,07:35,07:38,180.0,170.0,3.0,07:48,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,2876.0,N949WN,STL,13:25,13:25,120.0,125.0,0.0,13:35,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,2950.0,N968WN,DAL,14:05,14:14,55.0,49.0,9.0,14:22,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3047.0,N8328A,LAS,20:20,20:21,165.0,161.0,1.0,20:31,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3054.0,N949WN,PDX,18:45,18:43,245.0,236.0,-2.0,19:00,17.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3304.0,N226WN,ATL,18:10,18:12,135.0,134.0,2.0,18:20,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3307.0,N394SW,HRL,09:15,09:14,60.0,63.0,-1.0,09:30,16.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3933.0,N7713A,ELP,10:40,10:44,90.0,86.0,4.0,10:56,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,3937.0,N220WN,DAL,08:10,08:09,60.0,51.0,-1.0,08:16,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4195.0,N523SW,ELP,14:25,14:20,90.0,90.0,-5.0,14:33,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4551.0,N7703A,DEN,08:30,08:39,125.0,127.0,9.0,08:58,19.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4621.0,N626SW,SAN,11:35,11:35,175.0,166.0,0.0,11:44,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4630.0,N649SW,DEN,05:50,05:49,130.0,135.0,-1.0,06:05,16.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4819.0,N906WN,PHX,17:25,17:29,150.0,133.0,4.0,17:38,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4913.0,N602SW,TPA,11:35,11:39,140.0,143.0,4.0,11:46,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4924.0,N255WN,LAX,16:00,16:04,185.0,182.0,4.0,16:14,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,4927.0,N8651A,DCA,12:40,12:40,195.0,193.0,0.0,12:53,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-06,  WN,5888.0,N520SW,DAL,20:00,19:59,55.0,57.0,-1.0,20:08,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,103.0,N8640D,MDW,06:30,06:30,165.0,142.0,0.0,06:39,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,144.0,N8651A,SAN,20:55,21:24,170.0,174.0,29.0,21:33,9.0,10.0,0.0,4.0,0.0,19.0,
2015-07-07,  WN,178.0,N616SW,ELP,20:30,21:43,90.0,97.0,73.0,21:54,11.0,4.0,0.0,7.0,0.0,69.0,
2015-07-07,  WN,232.0,N442WN,ATL,05:45,05:45,135.0,134.0,0.0,05:56,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,238.0,N292WN,DAL,12:30,12:28,55.0,48.0,-2.0,12:34,6.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,285.0,N515SW,DAL,09:25,09:24,55.0,52.0,-1.0,09:36,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,311.0,N7735A,MDW,15:05,15:13,150.0,137.0,8.0,15:21,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,329.0,N515SW,HOU,16:00,15:58,50.0,43.0,-2.0,16:05,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,341.0,N966WN,OAK,18:00,20:45,225.0,213.0,165.0,20:54,9.0,6.0,0.0,0.0,0.0,147.0,
2015-07-07,  WN,356.0,N601WN,PHX,20:10,20:10,140.0,139.0,0.0,20:18,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,359.0,N480WN,EWR,06:45,06:41,225.0,215.0,-4.0,06:50,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,419.0,N570WN,MDW,18:15,18:24,155.0,149.0,9.0,18:37,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,454.0,N526SW,HOU,11:30,11:36,50.0,47.0,6.0,11:46,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,554.0,N230WN,DEN,20:25,20:25,135.0,125.0,0.0,20:33,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,556.0,N8318F,BWI,06:00,06:00,200.0,189.0,0.0,06:10,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,604.0,N8647A,DEN,14:50,14:48,130.0,116.0,-2.0,14:57,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,622.0,N417WN,MSY,07:20,07:17,85.0,75.0,-3.0,07:24,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,626.0,N961WN,HOU,05:35,05:32,45.0,39.0,-3.0,05:39,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,657.0,N411WN,DAL,17:25,17:30,55.0,51.0,5.0,17:39,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,658.0,N294WN,DEN,10:45,10:43,130.0,135.0,-2.0,10:52,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,664.0,N421LV,SJC,06:35,06:37,220.0,203.0,2.0,06:44,7.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,686.0,N8317M,MCO,17:25,17:52,155.0,153.0,27.0,18:00,8.0,0.0,0.0,0.0,0.0,25.0,
2015-07-07,  WN,709.0,N621SW,FLL,11:10,11:30,165.0,165.0,20.0,11:41,11.0,11.0,0.0,0.0,0.0,9.0,
2015-07-07,  WN,771.0,N402WN,HOU,18:40,18:39,50.0,46.0,-1.0,18:50,11.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,801.0,N496WN,DAL,15:35,16:26,60.0,59.0,51.0,16:40,14.0,0.0,0.0,0.0,0.0,50.0,
2015-07-07,  WN,829.0,N391SW,BWI,17:10,17:51,205.0,211.0,41.0,18:02,11.0,0.0,0.0,6.0,0.0,41.0,
2015-07-07,  WN,836.0,N8668A,BNA,13:30,13:32,120.0,125.0,2.0,13:47,15.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,857.0,N7743B,DAL,10:30,10:27,55.0,50.0,-3.0,10:35,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,862.0,N8611F,SJC,18:35,18:42,215.0,213.0,7.0,18:52,10.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,891.0,N523SW,LBB,16:20,16:15,70.0,63.0,-5.0,16:24,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,893.0,N270WN,LAS,05:35,05:38,165.0,159.0,3.0,05:51,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1017.0,N514SW,DAL,06:30,06:27,60.0,51.0,-3.0,06:36,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1030.0,N8617E,PHX,12:25,12:23,140.0,133.0,-2.0,12:31,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1249.0,N238WN,LAX,05:30,05:30,185.0,183.0,0.0,05:43,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1255.0,N7743B,BNA,05:10,05:04,120.0,118.0,-6.0,05:13,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1403.0,N8611F,LAS,11:25,11:48,165.0,156.0,23.0,11:57,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1694.0,N253WN,PHX,07:00,07:00,140.0,134.0,0.0,07:08,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,1901.0,N352SW,MCO,10:25,10:32,155.0,185.0,7.0,10:41,9.0,7.0,0.0,30.0,0.0,0.0,
2015-07-07,  WN,2263.0,N405WN,DAL,18:40,18:37,55.0,54.0,-3.0,18:49,12.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,2284.0,N751SW,FLL,16:45,16:48,165.0,155.0,3.0,16:54,6.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,2495.0,N7719A,SNA,07:35,07:53,180.0,174.0,18.0,08:02,9.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,2876.0,N949WN,STL,13:25,13:32,120.0,118.0,7.0,13:45,13.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,2950.0,N435WN,DAL,14:05,14:22,55.0,51.0,17.0,14:30,8.0,0.0,0.0,0.0,0.0,0.0,
2015-07-07,  WN,3047.0,N8655D,LAS,20:20,20:20,165.0,157.0,0.0,20:28,8.0,0.0,0.0,0.0,0.0,0.0,
