Date,Temperature,DewPoint,Pressure
2010-03-30 12:00:00,69.1,52.2,1.0
2010-03-30 13:00:00,70.7,52.3,1.0
2010-03-30 14:00:00,72.1,52.2,1.0
2010-03-30 15:00:00,72.8,52.1,1.0
2010-03-30 16:00:00,73.0,51.9,1.0
2010-03-30 17:00:00,72.8,51.8,1.0
2010-03-30 18:00:00,71.1,51.3,1.0
2010-03-30 19:00:00,67.8,51.8,1.0
2010-03-30 20:00:00,65.0,52.2,1.0
2010-03-30 21:00:00,63.1,52.1,1.0
2010-03-30 22:00:00,61.7,52.1,1.0
2010-03-30 23:00:00,60.6,52.2,1.0
2010-03-31 00:00:00,60.1,51.9,1.0
2010-03-31 01:00:00,59.0,52.0,1.0
2010-03-31 02:00:00,58.4,52.0,1.0
2010-03-31 03:00:00,57.8,51.8,1.0
2010-03-31 04:00:00,57.3,51.7,1.0
2010-03-31 05:00:00,56.9,51.5,1.0
2010-03-31 06:00:00,57.0,51.2,1.0
2010-03-31 07:00:00,56.9,51.4,1.0
2010-03-31 08:00:00,59.4,52.4,1.0
2010-03-31 09:00:00,62.0,52.5,1.0
2010-03-31 10:00:00,64.8,52.6,1.0
2010-03-31 11:00:00,67.2,52.6,1.0
2010-03-31 12:00:00,69.3,52.4,1.0
2010-03-31 13:00:00,71.0,52.5,1.0
2010-03-31 14:00:00,72.4,52.4,1.0
2010-03-31 15:00:00,73.1,52.3,1.0
2010-03-31 16:00:00,73.2,52.1,1.0
2010-03-31 17:00:00,73.0,52.0,1.0
2010-03-31 18:00:00,71.4,51.5,1.0
2010-03-31 19:00:00,68.0,52.0,1.0
2010-03-31 20:00:00,65.3,52.3,1.0
2010-03-31 21:00:00,63.3,52.2,1.0
2010-03-31 22:00:00,61.9,52.3,1.0
2010-03-31 23:00:00,60.9,52.4,1.0
2010-04-01 00:00:00,60.4,51.9,1.0
2010-04-01 01:00:00,59.3,52.1,1.0
2010-04-01 02:00:00,58.7,52.1,1.0
2010-04-01 03:00:00,58.1,51.9,1.0
2010-04-01 04:00:00,57.6,51.7,1.0
2010-04-01 05:00:00,57.2,51.6,1.0
2010-04-01 06:00:00,57.3,51.3,1.0
2010-04-01 07:00:00,57.0,51.4,1.0
2010-04-01 08:00:00,59.6,52.3,1.0
2010-04-01 09:00:00,62.2,52.4,1.0
2010-04-01 10:00:00,65.0,52.5,1.0
2010-04-01 11:00:00,67.5,52.5,1.0
2010-04-01 12:00:00,69.6,52.3,1.0
2010-04-01 13:00:00,71.2,52.4,1.0
2010-04-01 14:00:00,72.6,52.3,1.0
2010-04-01 15:00:00,73.4,52.2,1.0
2010-04-01 16:00:00,73.5,52.0,1.0
2010-04-01 17:00:00,73.2,51.9,1.0
2010-04-01 18:00:00,71.6,51.4,1.0
2010-04-01 19:00:00,68.2,51.9,1.0
2010-04-01 20:00:00,65.5,52.3,1.0
2010-04-01 21:00:00,63.4,52.2,1.0
2010-04-01 22:00:00,62.0,52.2,1.0
2010-04-01 23:00:00,60.9,52.3,1.0
2010-04-02 00:00:00,60.4,51.9,1.0
2010-04-02 01:00:00,59.3,52.1,1.0
2010-04-02 02:00:00,58.7,52.0,1.0
2010-04-02 03:00:00,58.1,51.9,1.0
2010-04-02 04:00:00,57.6,51.7,1.0
2010-04-02 05:00:00,57.2,51.5,1.0
2010-04-02 06:00:00,57.3,51.2,1.0
2010-04-02 07:00:00,57.2,51.4,1.0
2010-04-02 08:00:00,59.8,52.3,1.0
2010-04-02 09:00:00,62.5,52.5,1.0
2010-04-02 10:00:00,65.3,52.5,1.0
2010-04-02 11:00:00,67.7,52.6,1.0
2010-04-02 12:00:00,69.9,52.3,1.0
2010-04-02 13:00:00,71.6,52.5,1.0
2010-04-02 14:00:00,72.9,52.4,1.0
2010-04-02 15:00:00,73.7,52.3,1.0
2010-04-02 16:00:00,73.8,52.0,1.0
2010-04-02 17:00:00,73.4,51.7,1.0
2010-04-02 18:00:00,71.8,51.2,1.0
2010-04-02 19:00:00,68.4,51.9,1.0
2010-04-02 20:00:00,65.6,52.2,1.0
2010-04-02 21:00:00,63.6,52.2,1.0
2010-04-02 22:00:00,62.1,52.3,1.0
2010-04-02 23:00:00,61.1,52.4,1.0
2010-04-03 00:00:00,60.6,52.0,1.0
2010-04-03 01:00:00,59.5,52.2,1.0
2010-04-03 02:00:00,58.9,52.1,1.0
2010-04-03 03:00:00,58.2,52.0,1.0
2010-04-03 04:00:00,57.8,51.9,1.0
2010-04-03 05:00:00,57.4,51.7,1.0
2010-04-03 06:00:00,57.5,51.5,1.0
2010-04-03 07:00:00,57.4,51.6,1.0
2010-04-03 08:00:00,60.1,52.5,1.0
2010-04-03 09:00:00,62.8,52.6,1.0
2010-04-03 10:00:00,65.6,52.7,1.0
2010-04-03 11:00:00,68.0,52.7,1.0
2010-04-03 12:00:00,70.2,52.4,1.0
2010-04-03 13:00:00,71.9,52.5,1.0
2010-04-03 14:00:00,73.2,52.4,1.0
2010-04-03 15:00:00,73.9,52.2,1.0
2010-04-03 16:00:00,74.0,52.1,1.0
2010-04-03 17:00:00,73.5,51.6,1.0
2010-04-03 18:00:00,72.0,51.2,1.0
2010-04-03 19:00:00,68.6,51.7,1.0
2010-04-03 20:00:00,65.8,52.1,1.0
2010-04-03 21:00:00,63.7,52.2,1.0
2010-04-03 22:00:00,62.3,52.2,1.0
2010-04-03 23:00:00,61.2,52.4,1.0
2010-04-04 00:00:00,60.8,52.0,1.0
2010-04-04 01:00:00,59.7,52.2,1.0
2010-04-04 02:00:00,59.0,52.1,1.0
2010-04-04 03:00:00,58.3,51.9,1.0
2010-04-04 04:00:00,57.9,51.7,1.0
2010-04-04 05:00:00,57.5,51.5,1.0
2010-04-04 06:00:00,57.5,51.2,1.0
2010-04-04 07:00:00,57.4,51.5,1.0
2010-04-04 08:00:00,60.1,52.3,1.0
2010-04-04 09:00:00,63.0,52.5,1.0
2010-04-04 10:00:00,65.9,52.6,1.0
2010-04-04 11:00:00,68.3,52.6,1.0
2010-04-04 12:00:00,70.4,52.4,1.0
2010-04-04 13:00:00,72.1,52.5,1.0
2010-04-04 14:00:00,73.5,52.4,1.0
2010-04-04 15:00:00,74.2,52.3,1.0
2010-04-04 16:00:00,74.3,52.2,1.0
2010-04-04 17:00:00,73.8,51.7,1.0
2010-04-04 18:00:00,72.1,51.3,1.0
2010-04-04 19:00:00,68.8,51.8,1.0
2010-04-04 20:00:00,65.9,52.3,1.0
2010-04-04 21:00:00,63.8,52.3,1.0
2010-04-04 22:00:00,62.4,52.4,1.0
2010-04-04 23:00:00,61.4,52.6,1.0
2010-04-05 00:00:00,60.9,52.2,1.0
2010-04-05 01:00:00,59.8,52.3,1.0
2010-04-05 02:00:00,59.1,52.2,1.0
2010-04-05 03:00:00,58.5,52.1,1.0
2010-04-05 04:00:00,58.0,51.9,1.0
2010-04-05 05:00:00,57.6,51.7,1.0
2010-04-05 06:00:00,57.6,51.4,1.0
2010-04-05 07:00:00,57.5,51.7,1.0
2010-04-05 08:00:00,60.4,52.6,1.0
2010-04-05 09:00:00,63.4,52.8,1.0
2010-04-05 10:00:00,66.3,52.9,1.0
2010-04-05 11:00:00,68.7,52.8,1.0
2010-04-05 12:00:00,70.8,52.6,1.0
2010-04-05 13:00:00,72.5,52.7,1.0
2010-04-05 14:00:00,73.9,52.5,1.0
2010-04-05 15:00:00,74.6,52.4,1.0
2010-04-05 16:00:00,74.7,52.3,1.0
2010-04-05 17:00:00,74.1,51.8,1.0
2010-04-05 18:00:00,72.5,51.5,1.0
2010-04-05 19:00:00,69.2,52.1,1.0
2010-04-05 20:00:00,66.2,52.6,1.0
2010-04-05 21:00:00,64.1,52.6,1.0
2010-04-05 22:00:00,62.7,52.8,1.0
2010-04-05 23:00:00,61.6,52.9,1.0
2010-04-06 00:00:00,61.1,52.6,1.0
2010-04-06 01:00:00,60.0,52.8,1.0
2010-04-06 02:00:00,59.3,52.6,1.0
2010-04-06 03:00:00,58.7,52.5,1.0
2010-04-06 04:00:00,58.2,52.3,1.0
2010-04-06 05:00:00,57.8,52.1,1.0
2010-04-06 06:00:00,57.8,51.7,1.0
2010-04-06 07:00:00,57.9,52.1,1.0
2010-04-06 08:00:00,60.8,53.0,1.0
2010-04-06 09:00:00,63.9,53.2,1.0
2010-04-06 10:00:00,66.9,53.2,1.0
2010-04-06 11:00:00,69.3,53.2,1.0
2010-04-06 12:00:00,71.4,52.9,1.0
2010-04-06 13:00:00,73.2,53.1,1.0
2010-04-06 14:00:00,74.5,53.0,1.0
2010-04-06 15:00:00,75.2,52.9,1.0
2010-04-06 16:00:00,75.3,52.7,1.0
2010-04-06 17:00:00,74.7,52.3,1.0
2010-04-06 18:00:00,73.0,51.9,1.0
2010-04-06 19:00:00,69.7,52.5,1.0
2010-04-06 20:00:00,66.7,53.0,1.0
2010-04-06 21:00:00,64.4,53.0,1.0
2010-04-06 22:00:00,62.9,53.1,1.0
2010-04-06 23:00:00,61.8,53.2,1.0
2010-04-07 00:00:00,61.4,52.8,1.0
2010-04-07 01:00:00,60.2,53.0,1.0
2010-04-07 02:00:00,59.5,52.9,1.0
2010-04-07 03:00:00,58.9,52.7,1.0
2010-04-07 04:00:00,58.4,52.4,1.0
2010-04-07 05:00:00,58.0,52.3,1.0
2010-04-07 06:00:00,58.0,51.9,1.0
2010-04-07 07:00:00,58.2,52.4,1.0
2010-04-07 08:00:00,61.1,53.3,1.0
2010-04-07 09:00:00,64.2,53.4,1.0
2010-04-07 10:00:00,67.2,53.4,1.0
2010-04-07 11:00:00,69.6,53.4,1.0
2010-04-07 12:00:00,71.7,53.0,1.0
2010-04-07 13:00:00,73.5,53.2,1.0
2010-04-07 14:00:00,74.8,53.1,1.0
2010-04-07 15:00:00,75.5,53.0,1.0
2010-04-07 16:00:00,75.6,52.9,1.0
2010-04-07 17:00:00,75.0,52.5,1.0
2010-04-07 18:00:00,73.3,52.1,1.0
2010-04-07 19:00:00,70.0,52.7,1.0
2010-04-07 20:00:00,67.0,53.2,1.0
2010-04-07 21:00:00,64.7,53.2,1.0
2010-04-07 22:00:00,63.2,53.3,1.0
2010-04-07 23:00:00,62.0,53.4,1.0
2010-04-08 00:00:00,61.6,52.9,1.0
2010-04-08 01:00:00,60.3,53.1,1.0
2010-04-08 02:00:00,59.7,52.9,1.0
2010-04-08 03:00:00,59.0,52.7,1.0
2010-04-08 04:00:00,58.5,52.5,1.0
2010-04-08 05:00:00,58.1,52.3,1.0
2010-04-08 06:00:00,58.1,52.1,1.0
2010-04-08 07:00:00,58.5,52.7,1.0
2010-04-08 08:00:00,61.5,53.6,1.0
2010-04-08 09:00:00,64.6,53.7,1.0
2010-04-08 10:00:00,67.6,53.8,1.0
2010-04-08 11:00:00,70.0,53.7,1.0
2010-04-08 12:00:00,72.1,53.3,1.0
2010-04-08 13:00:00,73.8,53.4,1.0
2010-04-08 14:00:00,75.2,53.3,1.0
2010-04-08 15:00:00,75.8,53.1,1.0
2010-04-08 16:00:00,75.9,53.0,1.0
2010-04-08 17:00:00,75.2,52.6,1.0
2010-04-08 18:00:00,73.6,52.2,1.0
2010-04-08 19:00:00,70.3,52.9,1.0
2010-04-08 20:00:00,67.3,53.3,1.0
2010-04-08 21:00:00,65.0,53.3,1.0
2010-04-08 22:00:00,63.4,53.5,1.0
2010-04-08 23:00:00,62.2,53.6,1.0
2010-04-09 00:00:00,61.9,53.1,1.0
2010-04-09 01:00:00,60.5,53.3,1.0
2010-04-09 02:00:00,59.9,53.1,1.0
2010-04-09 03:00:00,59.2,52.9,1.0
2010-04-09 04:00:00,58.8,52.6,1.0
2010-04-09 05:00:00,58.3,52.5,1.0
2010-04-09 06:00:00,58.4,52.3,1.0
2010-04-09 07:00:00,58.7,52.8,1.0
2010-04-09 08:00:00,61.8,53.8,1.0
2010-04-09 09:00:00,64.8,53.9,1.0
2010-04-09 10:00:00,67.8,54.0,1.0
2010-04-09 11:00:00,70.2,53.9,1.0
2010-04-09 12:00:00,72.2,53.5,1.0
2010-04-09 13:00:00,74.0,53.5,1.0
2010-04-09 14:00:00,75.4,53.5,1.0
2010-04-09 15:00:00,76.1,53.3,1.0
2010-04-09 16:00:00,76.1,53.2,1.0
2010-04-09 17:00:00,75.5,52.9,1.0
2010-04-09 18:00:00,73.9,52.5,1.0
2010-04-09 19:00:00,70.6,53.2,1.0
2010-04-09 20:00:00,67.5,53.7,1.0
2010-04-09 21:00:00,65.2,53.7,1.0
2010-04-09 22:00:00,63.7,53.9,1.0
2010-04-09 23:00:00,62.5,53.9,1.0
2010-04-10 00:00:00,62.1,53.5,1.0
2010-04-10 01:00:00,60.8,53.7,1.0
2010-04-10 02:00:00,60.1,53.4,1.0
2010-04-10 03:00:00,59.4,53.2,1.0
2010-04-10 04:00:00,59.0,53.0,1.0
2010-04-10 05:00:00,58.6,52.8,1.0
2010-04-10 06:00:00,58.6,52.5,1.0
2010-04-10 07:00:00,58.9,53.2,1.0
2010-04-10 08:00:00,62.0,54.2,1.0
2010-04-10 09:00:00,65.1,54.3,1.0
2010-04-10 10:00:00,68.0,54.3,1.0
2010-04-10 11:00:00,70.4,54.2,1.0
2010-04-10 12:00:00,72.5,53.8,1.0
2010-04-10 13:00:00,74.3,53.8,1.0
2010-04-10 14:00:00,75.7,53.8,1.0
2010-04-10 15:00:00,76.3,53.6,1.0
2010-04-10 16:00:00,76.3,53.5,1.0
2010-04-10 17:00:00,75.6,53.3,1.0
2010-04-10 18:00:00,74.0,52.9,1.0
2010-04-10 19:00:00,70.7,53.5,1.0
2010-04-10 20:00:00,67.7,54.0,1.0
2010-04-10 21:00:00,65.4,54.0,1.0
2010-04-10 22:00:00,63.9,54.3,1.0
2010-04-10 23:00:00,62.7,54.3,1.0
2010-04-11 00:00:00,62.4,53.9,1.0
2010-04-11 01:00:00,61.0,54.2,1.0
2010-04-11 02:00:00,60.4,53.9,1.0
2010-04-11 03:00:00,59.8,53.7,1.0
2010-04-11 04:00:00,59.3,53.5,1.0
2010-04-11 05:00:00,58.9,53.3,1.0
2010-04-11 06:00:00,58.9,53.1,1.0
2010-04-11 07:00:00,59.2,53.7,1.0
2010-04-11 08:00:00,62.2,54.7,1.0
2010-04-11 09:00:00,65.2,54.7,1.0
2010-04-11 10:00:00,68.1,54.8,1.0
2010-04-11 11:00:00,70.6,54.7,1.0
2010-04-11 12:00:00,72.6,54.3,1.0
2010-04-11 13:00:00,74.5,54.3,1.0
2010-04-11 14:00:00,75.9,54.3,1.0
2010-04-11 15:00:00,76.5,54.1,1.0
2010-04-11 16:00:00,76.5,54.0,1.0
2010-04-11 17:00:00,75.8,53.8,1.0
2010-04-11 18:00:00,74.2,53.5,1.0
2010-04-11 19:00:00,70.9,54.0,1.0
2010-04-11 20:00:00,67.9,54.5,1.0
2010-04-11 21:00:00,65.6,54.4,1.0
2010-04-11 22:00:00,64.1,54.7,1.0
2010-04-11 23:00:00,62.9,54.7,1.0
2010-04-12 00:00:00,62.5,54.4,1.0
2010-04-12 01:00:00,61.2,54.6,1.0
2010-04-12 02:00:00,60.6,54.3,1.0
2010-04-12 03:00:00,60.0,54.1,1.0
2010-04-12 04:00:00,59.6,53.9,1.0
2010-04-12 05:00:00,59.2,53.7,1.0
2010-04-12 06:00:00,59.2,53.5,1.0
2010-04-12 07:00:00,59.6,54.2,1.0
2010-04-12 08:00:00,62.5,55.2,1.0
2010-04-12 09:00:00,65.6,55.3,1.0
2010-04-12 10:00:00,68.5,55.4,1.0
2010-04-12 11:00:00,70.9,55.3,1.0
2010-04-12 12:00:00,73.0,54.8,1.0
2010-04-12 13:00:00,74.9,54.9,1.0
2010-04-12 14:00:00,76.3,54.8,1.0
2010-04-12 15:00:00,76.9,54.6,1.0
2010-04-12 16:00:00,76.9,54.4,1.0
2010-04-12 17:00:00,76.1,54.2,1.0
2010-04-12 18:00:00,74.5,53.9,1.0
2010-04-12 19:00:00,71.2,54.4,1.0
2010-04-12 20:00:00,68.3,54.8,1.0
2010-04-12 21:00:00,66.0,54.8,1.0
2010-04-12 22:00:00,64.5,55.0,1.0
2010-04-12 23:00:00,63.3,55.1,1.0
2010-04-13 00:00:00,62.8,54.7,1.0
2010-04-13 01:00:00,61.5,54.9,1.0
2010-04-13 02:00:00,60.8,54.6,1.0
2010-04-13 03:00:00,60.2,54.4,1.0
2010-04-13 04:00:00,59.8,54.2,1.0
2010-04-13 05:00:00,59.4,54.1,1.0
2010-04-13 06:00:00,59.4,53.9,1.0
2010-04-13 07:00:00,59.9,54.6,1.0
2010-04-13 08:00:00,62.8,55.5,1.0
2010-04-13 09:00:00,65.9,55.7,1.0
2010-04-13 10:00:00,68.8,55.9,1.0
2010-04-13 11:00:00,71.2,55.8,1.0
2010-04-13 12:00:00,73.3,55.2,1.0
2010-04-13 13:00:00,75.2,55.3,1.0
2010-04-13 14:00:00,76.6,55.3,1.0
2010-04-13 15:00:00,77.2,55.0,1.0
2010-04-13 16:00:00,77.2,54.8,1.0
2010-04-13 17:00:00,76.4,54.7,1.0
2010-04-13 18:00:00,74.8,54.4,1.0
2010-04-13 19:00:00,71.6,54.9,1.0
2010-04-13 20:00:00,68.5,55.3,1.0
2010-04-13 21:00:00,66.2,55.3,1.0
2010-04-13 22:00:00,64.7,55.5,1.0
2010-04-13 23:00:00,63.5,55.5,1.0
2010-04-14 00:00:00,63.1,55.2,1.0
2010-04-14 01:00:00,61.8,55.4,1.0
2010-04-14 02:00:00,61.1,55.1,1.0
2010-04-14 03:00:00,60.5,54.9,1.0
2010-04-14 04:00:00,60.2,54.7,1.0
2010-04-14 05:00:00,59.7,54.6,1.0
2010-04-14 06:00:00,59.8,54.3,1.0
2010-04-14 07:00:00,60.4,55.2,1.0
2010-04-14 08:00:00,63.3,56.1,1.0
2010-04-14 09:00:00,66.4,56.3,1.0
2010-04-14 10:00:00,69.3,56.4,1.0
2010-04-14 11:00:00,71.8,56.3,1.0
2010-04-14 12:00:00,73.8,55.8,1.0
2010-04-14 13:00:00,75.7,55.9,1.0
2010-04-14 14:00:00,77.1,55.8,1.0
2010-04-14 15:00:00,77.7,55.5,1.0
2010-04-14 16:00:00,77.6,55.3,1.0
2010-04-14 17:00:00,76.8,55.3,1.0
2010-04-14 18:00:00,75.2,54.9,1.0
2010-04-14 19:00:00,72.0,55.4,1.0
2010-04-14 20:00:00,68.9,55.8,1.0
2010-04-14 21:00:00,66.6,55.8,1.0
2010-04-14 22:00:00,65.1,56.0,1.0
2010-04-14 23:00:00,63.9,56.0,1.0
2010-04-15 00:00:00,63.5,55.6,1.0
2010-04-15 01:00:00,62.1,55.8,1.0
2010-04-15 02:00:00,61.5,55.6,1.0
2010-04-15 03:00:00,60.9,55.4,1.0
2010-04-15 04:00:00,60.6,55.2,1.0
2010-04-15 05:00:00,60.1,55.0,1.0
2010-04-15 06:00:00,60.2,54.7,1.0
2010-04-15 07:00:00,60.8,55.6,1.0
2010-04-15 08:00:00,63.8,56.5,1.0
2010-04-15 09:00:00,66.9,56.7,1.0
2010-04-15 10:00:00,69.7,56.8,1.0
2010-04-15 11:00:00,72.2,56.7,1.0
2010-04-15 12:00:00,74.3,56.3,1.0
2010-04-15 13:00:00,76.1,56.3,1.0
2010-04-15 14:00:00,77.4,56.2,1.0
2010-04-15 15:00:00,78.0,55.9,1.0
2010-04-15 16:00:00,77.9,55.7,1.0
2010-04-15 17:00:00,77.1,55.7,1.0
2010-04-15 18:00:00,75.5,55.3,1.0
2010-04-15 19:00:00,72.4,55.8,1.0
2010-04-15 20:00:00,69.3,56.2,1.0
2010-04-15 21:00:00,66.9,56.2,1.0
2010-04-15 22:00:00,65.4,56.4,1.0
2010-04-15 23:00:00,64.3,56.5,1.0
2010-04-16 00:00:00,63.8,56.2,1.0
2010-04-16 01:00:00,62.5,56.4,1.0
2010-04-16 02:00:00,61.9,56.2,1.0
2010-04-16 03:00:00,61.3,56.1,1.0
2010-04-16 04:00:00,61.0,55.8,1.0
2010-04-16 05:00:00,60.6,55.7,1.0
2010-04-16 06:00:00,60.7,55.4,1.0
2010-04-16 07:00:00,61.3,56.3,1.0
2010-04-16 08:00:00,64.2,57.2,1.0
2010-04-16 09:00:00,67.3,57.2,1.0
2010-04-16 10:00:00,70.1,57.4,1.0
2010-04-16 11:00:00,72.6,57.2,1.0
2010-04-16 12:00:00,74.7,56.7,1.0
2010-04-16 13:00:00,76.4,56.7,1.0
2010-04-16 14:00:00,77.8,56.6,1.0
2010-04-16 15:00:00,78.3,56.3,1.0
2010-04-16 16:00:00,78.2,56.1,1.0
2010-04-16 17:00:00,77.5,56.0,1.0
2010-04-16 18:00:00,75.9,55.7,1.0
2010-04-16 19:00:00,72.8,56.1,1.0
2010-04-16 20:00:00,69.6,56.6,1.0
2010-04-16 21:00:00,67.4,56.6,1.0
2010-04-16 22:00:00,65.9,56.8,1.0
2010-04-16 23:00:00,64.9,57.0,1.0
2010-04-17 00:00:00,64.4,56.7,1.0
2010-04-17 01:00:00,63.0,56.9,1.0
2010-04-17 02:00:00,62.4,56.7,1.0
2010-04-17 03:00:00,61.9,56.5,1.0
2010-04-17 04:00:00,61.5,56.4,1.0
2010-04-17 05:00:00,61.1,56.3,1.0
2010-04-17 06:00:00,61.1,55.9,1.0
2010-04-17 07:00:00,61.8,56.8,1.0
2010-04-17 08:00:00,64.6,57.5,1.0
2010-04-17 09:00:00,67.6,57.6,1.0
2010-04-17 10:00:00,70.4,57.6,1.0
2010-04-17 11:00:00,72.9,57.5,1.0
2010-04-17 12:00:00,75.0,56.9,1.0
2010-04-17 13:00:00,76.8,56.9,1.0
2010-04-17 14:00:00,78.1,56.8,1.0
2010-04-17 15:00:00,78.6,56.6,1.0
2010-04-17 16:00:00,78.5,56.3,1.0
2010-04-17 17:00:00,77.9,56.4,1.0
2010-04-17 18:00:00,76.3,56.0,1.0
2010-04-17 19:00:00,73.2,56.5,1.0
2010-04-17 20:00:00,70.0,56.9,1.0
2010-04-17 21:00:00,67.7,56.8,1.0
2010-04-17 22:00:00,66.2,57.1,1.0
2010-04-17 23:00:00,65.1,57.3,1.0
2010-04-18 00:00:00,64.5,57.1,1.0
2010-04-18 01:00:00,63.2,57.2,1.0
2010-04-18 02:00:00,62.7,57.0,1.0
2010-04-18 03:00:00,62.1,56.9,1.0
2010-04-18 04:00:00,61.8,56.6,1.0
2010-04-18 05:00:00,61.3,56.5,1.0
2010-04-18 06:00:00,61.2,56.0,1.0
2010-04-18 07:00:00,62.1,57.0,1.0
2010-04-18 08:00:00,64.9,57.7,1.0
2010-04-18 09:00:00,67.9,57.9,1.0
2010-04-18 10:00:00,70.7,57.8,1.0
2010-04-18 11:00:00,73.2,57.7,1.0
2010-04-18 12:00:00,75.3,57.1,1.0
2010-04-18 13:00:00,77.1,57.2,1.0
2010-04-18 14:00:00,78.4,57.1,1.0
2010-04-18 15:00:00,79.0,56.9,1.0
2010-04-18 16:00:00,78.9,56.6,1.0
2010-04-18 17:00:00,78.3,56.8,1.0
2010-04-18 18:00:00,76.7,56.4,1.0
2010-04-18 19:00:00,73.5,56.9,1.0
2010-04-18 20:00:00,70.3,57.3,1.0
2010-04-18 21:00:00,68.1,57.3,1.0
2010-04-18 22:00:00,66.5,57.5,1.0
2010-04-18 23:00:00,65.3,57.8,1.0
2010-04-19 00:00:00,64.8,57.5,1.0
2010-04-19 01:00:00,63.5,57.7,1.0
2010-04-19 02:00:00,62.8,57.5,1.0
2010-04-19 03:00:00,62.3,57.3,1.0
2010-04-19 04:00:00,62.0,57.1,1.0
2010-04-19 05:00:00,61.6,56.9,1.0
2010-04-19 06:00:00,61.5,56.5,1.0
2010-04-19 07:00:00,62.4,57.5,1.0
2010-04-19 08:00:00,65.2,58.2,1.0
2010-04-19 09:00:00,68.4,58.4,1.0
2010-04-19 10:00:00,71.2,58.3,1.0
2010-04-19 11:00:00,73.7,58.1,1.0
2010-04-19 12:00:00,75.8,57.6,1.0
2010-04-19 13:00:00,77.5,57.7,1.0
2010-04-19 14:00:00,78.8,57.6,1.0
2010-04-19 15:00:00,79.4,57.3,1.0
2010-04-19 16:00:00,79.4,57.1,1.0
2010-04-19 17:00:00,78.8,57.2,1.0
2010-04-19 18:00:00,77.2,56.8,1.0
2010-04-19 19:00:00,74.0,57.4,1.0
2010-04-19 20:00:00,70.7,57.8,1.0
2010-04-19 21:00:00,68.5,57.8,1.0
2010-04-19 22:00:00,66.8,58.0,1.0
2010-04-19 23:00:00,65.6,58.2,1.0
2010-04-20 00:00:00,65.0,57.9,1.0
2010-04-20 01:00:00,63.8,58.0,1.0
2010-04-20 02:00:00,63.1,57.8,1.0
2010-04-20 03:00:00,62.6,57.6,1.0
2010-04-20 04:00:00,62.2,57.4,1.0
2010-04-20 05:00:00,61.8,57.2,1.0
2010-04-20 06:00:00,61.8,56.8,1.0
2010-04-20 07:00:00,62.7,57.8,1.0
2010-04-20 08:00:00,65.5,58.5,1.0
2010-04-20 09:00:00,68.6,58.6,1.0
2010-04-20 10:00:00,71.5,58.4,1.0
2010-04-20 11:00:00,73.9,58.3,1.0
2010-04-20 12:00:00,76.0,57.7,1.0
2010-04-20 13:00:00,77.7,57.8,1.0
2010-04-20 14:00:00,79.0,57.7,1.0
2010-04-20 15:00:00,79.6,57.5,1.0
2010-04-20 16:00:00,79.6,57.2,1.0
2010-04-20 17:00:00,79.0,57.3,1.0
2010-04-20 18:00:00,77.4,57.0,1.0
2010-04-20 19:00:00,74.3,57.5,1.0
2010-04-20 20:00:00,71.0,57.9,1.0
2010-04-20 21:00:00,68.8,58.0,1.0
2010-04-20 22:00:00,67.1,58.1,1.0
2010-04-20 23:00:00,65.9,58.3,1.0
2010-04-21 00:00:00,65.3,58.0,1.0
2010-04-21 01:00:00,64.0,58.2,1.0
2010-04-21 02:00:00,63.4,58.0,1.0
2010-04-21 03:00:00,62.8,57.8,1.0
2010-04-21 04:00:00,62.4,57.6,1.0
2010-04-21 05:00:00,62.0,57.4,1.0
2010-04-21 06:00:00,61.9,57.0,1.0
2010-04-21 07:00:00,62.9,58.1,1.0
2010-04-21 08:00:00,65.7,58.7,1.0
2010-04-21 09:00:00,68.8,58.8,1.0
2010-04-21 10:00:00,71.6,58.6,1.0
2010-04-21 11:00:00,74.1,58.5,1.0
2010-04-21 12:00:00,76.2,57.9,1.0
2010-04-21 13:00:00,77.9,58.1,1.0
2010-04-21 14:00:00,79.2,57.9,1.0
2010-04-21 15:00:00,79.8,57.8,1.0
2010-04-21 16:00:00,79.8,57.6,1.0
2010-04-21 17:00:00,79.2,57.7,1.0
2010-04-21 18:00:00,77.7,57.3,1.0
2010-04-21 19:00:00,74.5,57.9,1.0
2010-04-21 20:00:00,71.3,58.4,1.0
2010-04-21 21:00:00,69.2,58.4,1.0
2010-04-21 22:00:00,67.6,58.6,1.0
2010-04-21 23:00:00,66.3,58.8,1.0
2010-04-22 00:00:00,65.6,58.6,1.0
2010-04-22 01:00:00,64.4,58.7,1.0
2010-04-22 02:00:00,63.7,58.5,1.0
2010-04-22 03:00:00,63.2,58.3,1.0
2010-04-22 04:00:00,62.9,58.2,1.0
2010-04-22 05:00:00,62.4,58.0,1.0
2010-04-22 06:00:00,62.4,57.6,1.0
2010-04-22 07:00:00,63.4,58.6,1.0
2010-04-22 08:00:00,66.1,59.2,1.0
2010-04-22 09:00:00,69.2,59.5,1.0
2010-04-22 10:00:00,72.0,59.2,1.0
2010-04-22 11:00:00,74.4,59.2,1.0
2010-04-22 12:00:00,76.5,58.6,1.0
2010-04-22 13:00:00,78.2,58.8,1.0
2010-04-22 14:00:00,79.5,58.7,1.0
2010-04-22 15:00:00,80.1,58.5,1.0
2010-04-22 16:00:00,80.2,58.3,1.0
2010-04-22 17:00:00,79.6,58.4,1.0
2010-04-22 18:00:00,78.1,58.0,1.0
